user,timestamp,number_of_emails_dispatched,number_of_files_interacted,total_logon_attempts,usb_connection_incidents,nighttime_email_events,number_of_night_logons,trait_openness_score,trait_conscientiousness_score,trait_extraversion_score,trait_agreeableness_score,trait_neuroticism_score,weekday_index,is_weekend_day,email_volume_change_1d,logon_variation_1d,logon_rolling_average_7d,logon_to_email_event_ratio,usb_to_logon_ratio,file_to_email_ratio,email_volume_volatility_3d,logon_volatility_3d,predicted_threat_label
user_17010,2021-05-10 07:57:46,636,1410,811,34,232,258,18,20,13,17,7,0,0,80.67250817686073,38.52496514680438,1.793988159232314,1.2751572327044025,0.04192355117139334,2.2169811320754715,36.73804211470767,17.842212618640275,1
user_17011,2021-06-04 15:35:26,18,19,15,0,6,4,13,18,10,16,6,4,0,2.2543326998392126,0.42018837326481073,3.7091635557833103,0.8333333333333334,0.0,1.0555555555555556,0.8296684858895839,0.8682925426913213,0
user_17012,2021-07-09 13:55:10,8,13,2,4,4,4,16,12,8,19,16,4,0,3.6394248563570533,1.8727403453266547,1.1196512166584975,0.25,2.0,1.625,0.8215162650203077,0.37102289874398164,0
user_17013,2021-06-17 06:47:09,41,7,12,0,3,4,10,11,19,16,16,3,0,0.419625429238353,0.14958399194866226,7.4261348146576625,0.2926829268292683,0.0,0.17073170731707318,0.8097151453318291,0.2880483403532095,0
user_17014,2021-07-19 17:28:35,22,15,2,2,3,1,8,17,7,14,10,0,0,1.430779027191427,3.260815836663157,4.425640179688292,0.09090909090909091,1.0,0.6818181818181818,0.11290104089943832,0.46787958634809435,0
user_17015,2021-05-04 21:06:54,46,18,2,4,2,3,5,5,5,5,11,1,0,2.57495656118622,0.3216867449950124,3.8920193430172594,0.043478260869565216,2.0,0.391304347826087,0.7412005114461019,0.19123789256392515,0
user_17016,2021-06-21 12:46:12,47,18,2,4,6,4,7,16,19,5,20,0,0,0.46349983337864775,4.620816054836483,1.316239118796777,0.0425531914893617,2.0,0.3829787234042553,0.25988034271988436,0.6082306895780888,0
user_17017,2021-06-03 09:47:31,19,11,12,1,5,3,15,10,6,10,19,3,0,0.5831248520307039,0.4798418478846308,3.282899984619282,0.631578947368421,0.08333333333333333,0.5789473684210527,0.9028116546109751,0.13626718390398254,0
user_17018,2021-05-23 01:06:58,49,18,5,3,5,0,19,12,10,15,15,6,1,4.518817070731458,3.037833715720026,9.463716805359235,0.10204081632653061,0.6,0.3673469387755102,0.3527114096578935,0.37525661798059806,0
user_17019,2021-05-11 16:29:20,23,17,2,0,1,4,13,6,17,10,6,1,0,0.8161567281752793,4.674076191122139,7.572555431909325,0.08695652173913043,0.0,0.7391304347826086,0.2606668833232244,0.3247472370049559,0
user_17020,2021-07-13 14:13:29,15,20,9,0,2,2,12,7,11,13,7,1,0,1.3873985280841628,3.201111532295277,4.285977657596316,0.6,0.0,1.3333333333333333,0.5433760210248764,0.19882891239730316,0
user_17021,2021-05-31 15:40:16,13,11,10,3,6,4,20,8,11,17,14,0,0,4.584895862270953,0.6152410289894509,8.6568650542665,0.7692307692307693,0.3,0.8461538461538461,0.4590641106231247,0.19135817540954878,0
user_17022,2021-05-05 00:23:06,38,13,4,0,2,2,13,18,18,13,11,2,0,3.4177986065312314,4.052392241600336,4.892840813628517,0.10526315789473684,0.0,0.34210526315789475,0.5862263954510818,0.5122604620942979,0
user_17023,2021-07-22 16:30:11,17,19,8,2,3,3,18,6,7,16,6,3,0,1.7221688635294305,2.0559006882088906,3.4528651890572597,0.47058823529411764,0.25,1.1176470588235294,0.5144223675382728,0.4109681828563547,0
user_17024,2021-05-16 06:42:24,16,17,8,4,1,2,14,10,11,12,16,6,1,1.8261942802197546,0.642750630167735,9.357849362888885,0.5,0.5,1.0625,0.32287564263865737,0.8243603701416914,0
user_17025,2021-07-30 07:14:49,43,17,15,1,6,1,7,6,5,18,8,4,0,3.487416020412073,2.8669259558527815,4.674154582526986,0.3488372093023256,0.06666666666666667,0.3953488372093023,0.20179635841945184,0.6074097085321193,0
user_17026,2021-06-03 04:15:05,17,19,13,1,4,2,18,15,5,14,19,3,0,2.33636234493351,2.7222346786770517,5.708256747765702,0.7647058823529411,0.07692307692307693,1.1176470588235294,0.7482221383687043,0.35138426645301624,0
user_17027,2021-07-21 18:29:00,36,14,11,4,5,1,18,16,13,6,6,2,0,2.344538144052865,0.7634267888198375,2.9769578542991018,0.3055555555555556,0.36363636363636365,0.3888888888888889,0.5302902082301453,0.49755499753901955,0
user_17028,2021-06-09 13:38:07,15,15,7,2,5,0,15,20,9,12,12,2,0,2.667930615495504,0.2106885004304859,1.3351649083332702,0.4666666666666667,0.2857142857142857,1.0,0.5438856395949548,0.6413661457913529,0
user_17029,2021-07-24 02:55:54,19,4,7,2,3,0,17,5,15,20,19,5,1,1.715316730988113,3.7386767506410084,7.322921079369676,0.3684210526315789,0.2857142857142857,0.21052631578947367,0.6520219063978877,0.5866492081116711,0
user_17030,2021-07-08 02:18:24,26,10,10,4,6,1,6,9,19,13,9,3,0,3.562112539332155,2.8281817128713502,5.355695341969984,0.38461538461538464,0.4,0.38461538461538464,0.11211540798861183,0.7899082877479237,0
user_17031,2021-05-28 03:07:08,7,11,7,4,5,0,9,6,13,16,12,4,0,0.5774545003882426,2.6307847333967933,9.784572569604421,1.0,0.5714285714285714,1.5714285714285714,0.1973809427891498,0.3028751231172597,0
user_17032,2021-07-18 12:03:40,39,20,7,2,1,1,20,5,7,10,16,6,1,2.376043928952927,3.7669498966977533,6.1290162087950915,0.1794871794871795,0.2857142857142857,0.5128205128205128,0.41316320042796195,0.3190915738442759,0
user_17033,2021-07-15 07:45:36,14,16,7,4,5,4,19,5,14,6,5,3,0,0.7577740464211892,0.9683258836020024,8.817883351193771,0.5,0.5714285714285714,1.1428571428571428,0.2832146905387226,0.37090098290472895,0
user_17034,2021-06-23 15:26:20,33,3,7,1,3,0,6,7,16,9,14,2,0,1.9987172146123857,2.628883411782035,8.478570291060922,0.21212121212121213,0.14285714285714285,0.09090909090909091,0.9891890728301356,0.4061790942444071,0
user_17035,2021-06-09 17:45:24,18,4,10,1,1,1,19,6,13,12,9,2,0,4.183890393732734,2.6718009751616587,9.815034304797,0.5555555555555556,0.1,0.2222222222222222,0.6703396343656604,0.42615769026850625,0
user_17036,2021-07-08 13:07:40,38,15,4,3,2,2,16,5,15,16,17,3,0,4.203827785614016,3.279641386957266,6.087226645776226,0.10526315789473684,0.75,0.39473684210526316,0.19777643706890943,0.46854838921807207,0
user_17037,2021-07-31 01:24:32,12,5,5,4,3,2,15,8,18,6,10,5,1,4.686607793461901,3.9420409479589216,2.489382676834224,0.4166666666666667,0.8,0.4166666666666667,0.5835514027391271,0.8047592562697411,0
user_17038,2021-06-29 18:49:55,17,6,2,0,2,2,15,8,12,20,8,1,0,0.6329053464136545,0.5838808246562914,9.424233213433725,0.11764705882352941,0.0,0.35294117647058826,0.26998039481624886,0.6096790231622486,0
user_17039,2021-06-03 14:32:17,5,3,2,1,2,2,14,17,10,10,13,3,0,1.56071113625879,3.4588368570885306,1.6302707851131388,0.4,0.5,0.6,0.4687225221328596,0.5518377458393503,0
user_17040,2021-07-30 00:21:10,41,5,10,1,1,0,18,7,20,8,6,4,0,0.6763802478317207,4.887892673100047,6.907996454036404,0.24390243902439024,0.1,0.12195121951219512,0.7344186721980254,0.37171653515956915,0
user_17041,2021-05-21 15:16:27,39,3,13,0,3,0,10,13,13,18,5,4,0,4.527716455094016,1.777977599319972,6.183785838640591,0.3333333333333333,0.0,0.07692307692307693,0.8654905039940511,0.3298679487131007,0
user_17042,2021-07-12 21:42:47,45,17,4,2,3,2,12,18,19,10,6,0,0,0.5497860008646197,2.226513276487258,5.08091318966366,0.08888888888888889,0.5,0.37777777777777777,0.8137282921642014,0.7541951896699265,0
user_17043,2021-06-02 02:18:08,47,14,15,4,3,0,5,9,12,18,19,2,0,2.770416256856729,3.9081877082024077,6.973340163744827,0.3191489361702128,0.26666666666666666,0.2978723404255319,0.6377350245148312,0.27929800344534367,0
user_17044,2021-05-26 18:34:02,41,11,3,4,6,3,5,17,13,5,13,2,0,3.917421393135714,1.9228810464682327,4.262025285954327,0.07317073170731707,1.3333333333333333,0.2682926829268293,0.22118478300877806,0.5291507809916537,0
user_17045,2021-06-22 15:48:59,50,9,14,3,5,2,5,12,5,15,14,1,0,3.1273597629106136,0.6675471952621518,2.6959008257170938,0.28,0.21428571428571427,0.18,0.6998832391492976,0.6407216208630353,0
user_17046,2021-06-29 01:33:20,7,8,15,2,1,2,9,10,12,7,20,1,0,0.45963332795258405,4.240963906989192,8.434649252683052,2.142857142857143,0.13333333333333333,1.1428571428571428,0.27345361623050446,0.9827999358631749,0
user_17047,2021-05-27 13:17:44,37,2,4,4,0,1,8,14,10,20,13,3,0,3.2961564100688716,4.44180887414709,4.885518515050584,0.10810810810810811,1.0,0.05405405405405406,0.9558605374772099,0.24191512966181566,0
user_17048,2021-06-25 15:22:57,41,13,12,0,5,4,16,16,20,6,8,4,0,3.1409158674003956,1.4851226635899906,8.697861407239708,0.2926829268292683,0.0,0.3170731707317073,0.12023346074867858,0.31578895719381633,0
user_17049,2021-05-14 06:11:48,34,4,11,1,3,4,15,5,18,18,5,4,0,3.8189204652015243,3.204237529280868,4.913052158574604,0.3235294117647059,0.09090909090909091,0.11764705882352941,0.7721051811673783,0.2329810951001841,0
user_17050,2021-06-13 04:55:04,47,10,15,2,5,1,17,7,5,6,10,6,1,1.2419876025908017,3.482032004139681,4.809092207957198,0.3191489361702128,0.13333333333333333,0.2127659574468085,0.9327409371178796,0.7618431767907795,0
user_17051,2021-06-10 00:24:38,44,14,14,0,3,2,19,17,7,13,16,3,0,3.021112054501832,2.5365491183417133,4.032246380163267,0.3181818181818182,0.0,0.3181818181818182,0.4273025783053159,0.9981357296355227,0
user_17052,2021-07-19 13:02:33,42,6,3,2,6,1,9,12,9,18,15,0,0,3.5304490633879855,0.4689536593584923,5.264965715621308,0.07142857142857142,0.6666666666666666,0.14285714285714285,0.37135713887230515,0.3474743015466651,0
user_17053,2021-06-06 06:13:27,17,2,15,3,3,3,18,12,12,14,9,6,1,3.5422440340879757,2.146220510163055,5.9290303952661345,0.8823529411764706,0.2,0.11764705882352941,0.8409284576353733,0.4026913259526801,0
user_17054,2021-06-17 21:11:45,44,8,1,4,0,1,17,20,10,10,19,3,0,0.14331649764125728,0.3946111635398213,8.927180327518428,0.022727272727272728,4.0,0.18181818181818182,0.32113147157221245,0.9545417586983785,0
user_17055,2021-06-09 11:52:46,14,4,6,2,0,2,7,20,7,5,19,2,0,3.096654452119049,3.7161570357745206,2.420014242491199,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.41386534181979273,0.35615938912656997,0
user_17056,2021-06-04 01:33:41,48,13,4,0,1,4,14,17,20,13,18,4,0,1.6481445455046302,3.9183344691100355,7.833083593007868,0.08333333333333333,0.0,0.2708333333333333,0.8123427655523603,0.9409512981163453,0
user_17057,2021-06-07 21:23:52,40,11,4,4,6,4,12,9,11,18,5,0,0,4.598028473694893,2.243643337954751,6.242856583954003,0.1,1.0,0.275,0.8630747004287379,0.2502029771189752,0
user_17058,2021-05-03 18:06:22,50,3,11,2,6,2,8,15,14,6,6,0,0,0.37927600483670576,0.900441080773649,8.995873747604618,0.22,0.18181818181818182,0.06,0.8244682580842125,0.6775208157707449,0
user_17059,2021-05-09 18:23:43,1872,810,150,122,225,12,12,6,11,16,14,6,1,66.49416641641682,29.456504523126064,0.7443462290892529,0.08012820512820513,0.8133333333333334,0.4326923076923077,41.4115767283336,44.65501888926601,1
user_17060,2021-05-29 05:00:40,50,19,3,2,0,2,18,19,20,10,17,5,1,4.8697157698581295,1.6099011299596688,6.575419564113105,0.06,0.6666666666666666,0.38,0.5546106037611404,0.38138991751622353,0
user_17061,2021-07-30 00:25:58,28,5,5,1,3,4,19,15,16,9,10,4,0,2.096857315313394,0.8160079828581612,4.952929275181102,0.17857142857142858,0.2,0.17857142857142858,0.5810326180434047,0.9228625996764908,0
user_17062,2021-07-02 21:15:53,20,3,1,1,5,4,9,15,11,18,9,4,0,0.648927016280256,1.2653295975603855,7.61651267026949,0.05,1.0,0.15,0.25447805205561147,0.22823772019247154,0
user_17063,2021-06-30 11:25:02,20,7,12,2,5,2,5,12,19,14,6,2,0,4.547910501511066,2.8542362929867204,4.029424341363924,0.6,0.16666666666666666,0.35,0.6046370218048737,0.917711147444887,0
user_17064,2021-05-23 13:33:04,47,13,10,3,5,1,16,9,15,13,8,6,1,4.578721228159688,3.2297585656994854,2.0967916579842747,0.2127659574468085,0.3,0.2765957446808511,0.6427866292694279,0.8550762015524013,0
user_17065,2021-06-19 23:50:01,23,8,8,0,0,2,12,18,18,20,17,5,1,3.785444657609842,1.0622897794302273,6.9502261391236235,0.34782608695652173,0.0,0.34782608695652173,0.13623251772995437,0.5902223549766895,0
user_17066,2021-06-06 08:11:17,44,10,10,3,3,3,14,19,14,17,15,6,1,0.587577311763389,4.9574616437098715,5.084179114702436,0.22727272727272727,0.3,0.22727272727272727,0.4280926978827658,0.8991059441374019,0
user_17067,2021-06-20 08:52:05,22,5,10,4,2,3,13,19,14,18,10,6,1,3.574852049690905,0.9339139445497071,6.414993932695728,0.45454545454545453,0.4,0.22727272727272727,0.9943735353456602,0.29381300176483394,0
user_17068,2021-06-16 19:04:54,39,4,12,4,3,2,18,19,8,7,20,2,0,3.1105677499292663,0.24253244972512686,7.749694463086211,0.3076923076923077,0.3333333333333333,0.10256410256410256,0.36854745538385736,0.3969497031817327,0
user_17069,2021-07-31 23:39:22,12,15,15,2,1,4,18,16,12,20,10,5,1,2.1356781602928163,4.499532596963407,7.514546132789219,1.25,0.13333333333333333,1.25,0.7369389903270626,0.2536326453817562,0
user_17070,2021-06-02 17:34:08,32,4,7,1,1,4,16,12,17,5,5,2,0,1.7991949249792538,2.4233977941400715,7.750992603536758,0.21875,0.14285714285714285,0.125,0.2466830524774896,0.4941606797921888,0
user_17071,2021-05-18 20:58:29,41,7,14,3,3,2,18,17,7,7,20,1,0,2.4357846478685783,1.8713863711981884,9.423797136700491,0.34146341463414637,0.21428571428571427,0.17073170731707318,0.19015338793354758,0.20020432067030158,0
user_17072,2021-06-08 04:40:47,50,10,1,3,5,2,7,8,5,15,7,1,0,3.322841651068799,3.708182128635385,2.254481694886669,0.02,3.0,0.2,0.6444434676242374,0.23239339192419234,0
user_17073,2021-07-12 04:21:42,50,10,6,2,4,4,19,18,14,13,20,0,0,2.305911596187086,3.079797724050214,4.576572542884721,0.12,0.3333333333333333,0.2,0.6849452921583221,0.30973481723271235,0
user_17074,2021-07-08 23:00:00,31,12,12,3,6,0,13,5,9,16,18,3,0,0.47648070062172965,1.1904080382039948,8.786402886345693,0.3870967741935484,0.25,0.3870967741935484,0.4690058207695853,0.7741160157959842,0
user_17075,2021-05-17 06:20:20,39,10,15,0,1,4,16,11,11,11,19,0,0,1.811529093603594,0.12426023470983631,8.882554261017429,0.38461538461538464,0.0,0.2564102564102564,0.2734361597563169,0.17073937723240024,0
user_17076,2021-07-25 07:35:32,38,8,13,2,6,1,9,14,6,5,13,6,1,3.138082164830659,3.525122426933277,1.908838127409558,0.34210526315789475,0.15384615384615385,0.21052631578947367,0.8970432469003207,0.6351550890953795,0
user_17077,2021-06-19 07:46:02,28,6,1,3,3,1,15,11,17,5,14,5,1,2.2969017989019265,3.6737628869061356,2.279067003297723,0.03571428571428571,3.0,0.21428571428571427,0.705239444307839,0.787484792273861,0
user_17078,2021-06-04 03:04:01,18,6,14,2,6,0,16,19,11,20,18,4,0,4.04159815775757,1.182835090217598,8.9926646743351,0.7777777777777778,0.14285714285714285,0.3333333333333333,0.9241316895719653,0.5005222454645841,0
user_17079,2021-06-29 03:57:34,29,8,1,0,0,3,11,9,13,16,10,1,0,1.6762193133690935,2.6488010554716603,2.591145258723083,0.034482758620689655,0.0,0.27586206896551724,0.7639525064240644,0.41666440894595336,0
user_17080,2021-07-10 07:49:25,24,12,10,2,0,1,20,12,8,12,17,5,1,3.974315338343477,1.4754929256871359,8.403794956369875,0.4166666666666667,0.2,0.5,0.1935369032753524,0.961611705729726,0
user_17081,2021-06-10 02:28:07,26,2,13,0,3,4,11,19,17,15,16,3,0,1.910000373237895,0.7838164573995191,7.0895811011136365,0.5,0.0,0.07692307692307693,0.41630785364832634,0.8487233412414,0
user_17082,2021-06-02 14:52:13,45,3,8,4,4,1,10,17,14,5,13,2,0,3.1177635145508056,1.0019242629149951,4.839865556019394,0.17777777777777778,0.5,0.06666666666666667,0.3944000968737067,0.7710432003521298,0
user_17083,2021-05-19 22:02:57,29,5,15,0,0,1,7,15,10,8,8,2,0,3.8395135234430864,1.6981379915328139,4.073631501082744,0.5172413793103449,0.0,0.1724137931034483,0.9842076184541723,0.7531247345612215,0
user_17084,2021-06-13 13:35:07,42,2,9,3,5,0,11,14,7,16,17,6,1,4.282880815015463,3.544254278939674,5.867550559132405,0.21428571428571427,0.3333333333333333,0.047619047619047616,0.9641425988455726,0.2642389390305968,0
user_17085,2021-05-11 02:52:31,28,17,12,1,2,0,17,20,10,17,5,1,0,1.7521314330548616,2.4097325201353956,1.0018141063331782,0.42857142857142855,0.08333333333333333,0.6071428571428571,0.6422134737120605,0.10507352862940701,0
user_17086,2021-05-03 04:30:24,40,13,3,0,5,0,6,12,8,9,8,0,0,2.0090605851276493,1.9551305234776424,9.644954347477192,0.075,0.0,0.325,0.9837870260699442,0.6075929629828605,0
user_17087,2021-07-06 21:32:58,23,11,6,2,3,3,12,12,16,8,17,1,0,2.762301798520965,4.358281557586823,4.659228398093333,0.2608695652173913,0.3333333333333333,0.4782608695652174,0.2730520037315838,0.48807727368909426,0
user_17088,2021-07-09 12:32:28,11,9,5,2,0,0,13,10,9,13,12,4,0,1.6598158180998155,1.1223653702315108,9.63836332616886,0.45454545454545453,0.4,0.8181818181818182,0.8421785960518554,0.6802920632598412,0
user_17089,2021-06-26 10:32:53,34,9,6,2,1,2,7,19,10,6,18,5,1,3.955457243051146,1.2730769167278837,4.650489696532272,0.17647058823529413,0.3333333333333333,0.2647058823529412,0.6172607053011517,0.2753731297302414,0
user_17090,2021-07-14 19:55:26,37,12,13,3,0,2,12,7,20,11,13,2,0,0.6404198154806112,1.0855944625180314,4.3384357910544,0.35135135135135137,0.23076923076923078,0.32432432432432434,0.9585848388839944,0.33446821771833213,0
user_17091,2021-05-20 20:59:10,8,13,4,3,1,4,12,20,18,6,12,3,0,1.7813284601301944,3.4231304313140383,3.7504273929358374,0.5,0.75,1.625,0.874591873645129,0.847129065180428,0
user_17092,2021-06-13 09:00:10,18,11,5,2,4,3,8,12,18,12,8,6,1,3.4635231386739496,2.5275210731486037,2.484133244413184,0.2777777777777778,0.4,0.6111111111111112,0.4091158774645708,0.8494106729118746,0
user_17093,2021-06-21 18:42:31,28,20,15,4,5,4,9,20,12,13,6,0,0,2.9869105287584814,4.762716514022318,9.365869411203025,0.5357142857142857,0.26666666666666666,0.7142857142857143,0.12863225596651243,0.7221225546654323,0
user_17094,2021-07-14 17:20:16,36,17,13,1,0,4,11,17,5,18,9,2,0,0.9866460943644737,4.453381036648539,2.2222644191252123,0.3611111111111111,0.07692307692307693,0.4722222222222222,0.8180927914940049,0.3157916435696937,0
user_17095,2021-05-26 22:15:11,43,2,2,1,0,3,7,13,8,15,19,2,0,4.767277828178743,4.6716167235873725,5.984102545479119,0.046511627906976744,0.5,0.046511627906976744,0.7463890497589756,0.9738181659174016,0
user_17096,2021-06-30 15:12:19,26,16,13,0,6,2,20,17,5,12,14,2,0,2.087648903588442,1.60035429686741,4.641880652939428,0.5,0.0,0.6153846153846154,0.8049324494829847,0.7898211921023123,0
user_17097,2021-06-03 21:01:16,17,19,9,4,2,2,5,8,18,19,8,3,0,3.4815891628974605,1.5363370423790306,1.7880932586143286,0.5294117647058824,0.4444444444444444,1.1176470588235294,0.7924925869534454,0.887490352104204,0
user_17098,2021-05-02 13:01:30,21,19,4,3,1,1,15,16,14,9,19,6,1,2.8282411395262717,0.7801401631447021,3.8102832094184853,0.19047619047619047,0.75,0.9047619047619048,0.42826043992124185,0.5398437833654885,0
user_17099,2021-07-16 18:35:10,15,18,8,1,3,4,14,17,6,16,9,4,0,4.569577736481221,1.0876014920314763,6.787350035772413,0.5333333333333333,0.125,1.2,0.12207222560447062,0.4299373607611161,0
user_17100,2021-05-28 10:23:43,47,16,13,2,3,2,6,15,12,10,16,4,0,2.8601943262792764,0.17679335125650256,3.3617403121097116,0.2765957446808511,0.15384615384615385,0.3404255319148936,0.6234637743145456,0.6562274763934487,0
user_17101,2021-05-22 00:50:53,497,632,448,124,150,201,17,14,10,18,11,5,1,89.41939705533599,39.93865783873458,1.800192291979324,0.9014084507042254,0.2767857142857143,1.271629778672032,33.45142494298114,21.58596496953954,1
user_17102,2021-06-12 06:55:50,16,16,5,0,1,0,12,19,19,17,6,5,1,2.7254717275081997,2.3524748425684168,4.759210436727664,0.3125,0.0,1.0,0.14829902244657017,0.11313919915699874,0
user_17103,2021-05-03 02:38:54,22,11,13,4,0,0,13,5,7,9,5,0,0,1.093945402646511,1.027598749257985,1.376941037325269,0.5909090909090909,0.3076923076923077,0.5,0.5374367524389028,0.273029324548242,0
user_17104,2021-05-02 13:54:11,18,16,9,2,2,4,11,7,17,11,13,6,1,0.5239215077987627,0.164291006606183,1.4795659889136652,0.5,0.2222222222222222,0.8888888888888888,0.16885603708600672,0.6630553726340047,0
user_17105,2021-07-15 20:37:51,7,4,15,2,1,3,18,12,6,19,14,3,0,3.52979861873483,1.810339837989993,9.920323049915584,2.142857142857143,0.13333333333333333,0.5714285714285714,0.8219847937281141,0.5132018630431279,0
user_17106,2021-06-25 15:49:05,20,20,9,2,0,4,7,13,20,19,20,4,0,0.255602326269581,2.172785981217762,6.139791162611885,0.45,0.2222222222222222,1.0,0.6953509076300441,0.8524078182240743,0
user_17107,2021-06-07 16:00:04,22,15,8,3,6,2,7,19,5,20,6,0,0,4.0148677243156685,0.9445682015340526,3.2456692979239286,0.36363636363636365,0.375,0.6818181818181818,0.16879417155836796,0.27543735276588677,0
user_17108,2021-07-01 14:06:23,34,6,8,0,5,2,17,17,15,6,16,3,0,3.996309392507375,1.6315813444018952,8.956108559490033,0.23529411764705882,0.0,0.17647058823529413,0.4818528419127117,0.6203200387288483,0
user_17109,2021-06-15 20:35:04,50,15,15,2,3,1,13,5,15,7,14,1,0,3.1834702684105376,1.2494287013762708,1.1243105570571905,0.3,0.13333333333333333,0.3,0.5838100997112402,0.9827106320841772,0
user_17110,2021-05-14 13:38:47,21,19,3,3,6,4,13,10,19,13,7,4,0,1.4924568100241171,0.8629807466926317,5.327104127618309,0.14285714285714285,1.0,0.9047619047619048,0.728388592665526,0.5298775182890173,0
user_17111,2021-06-19 06:44:46,31,5,3,3,1,4,10,8,7,8,17,5,1,2.1388938649661964,1.5824265135829558,9.03021172869667,0.0967741935483871,1.0,0.16129032258064516,0.7812737595640581,0.9906928914548617,0
user_17112,2021-05-20 05:02:45,42,10,10,2,6,0,9,6,19,17,16,3,0,4.395016655225495,3.8708996170876637,2.5773802918354596,0.23809523809523808,0.2,0.23809523809523808,0.5227189997132466,0.41410644163789534,0
user_17113,2021-05-04 23:34:40,28,5,9,2,4,3,19,7,18,8,7,1,0,4.181717901319586,2.0025738757522245,2.9895241557558965,0.32142857142857145,0.2222222222222222,0.17857142857142858,0.373359203051435,0.910195162779039,0
user_17114,2021-07-21 12:27:47,48,20,8,2,5,0,15,8,19,10,6,2,0,2.8465562403761577,1.7774416654502028,5.479650918694471,0.16666666666666666,0.25,0.4166666666666667,0.657702180054276,0.1294001745614061,0
user_17115,2021-05-05 23:13:51,41,8,11,2,6,1,9,7,14,7,14,2,0,2.1836316633488986,1.6678686443334443,6.4299716754038165,0.2682926829268293,0.18181818181818182,0.1951219512195122,0.8138213423943481,0.348662295085024,0
user_17116,2021-07-01 18:23:19,33,2,14,1,6,4,5,7,11,16,7,3,0,4.626020771169182,1.8879457472992134,8.979214620963386,0.42424242424242425,0.07142857142857142,0.06060606060606061,0.3572989030072128,0.12465866328880545,0
user_17117,2021-05-12 13:48:40,5,2,6,2,5,2,18,9,15,8,9,2,0,0.8549625722806139,3.6757157250699795,8.968020009081831,1.2,0.3333333333333333,0.4,0.6922350935557141,0.10836494145908364,0
user_17118,2021-05-10 06:28:37,6,9,10,2,5,4,17,11,9,18,17,0,0,1.3145994241486485,2.942590739192049,3.167334150705144,1.6666666666666667,0.2,1.5,0.9244982877336867,0.1851933527530678,0
user_17119,2021-05-15 11:38:36,45,18,2,3,6,4,18,5,6,14,10,5,1,1.89191492953522,3.757828861777123,2.2125163785717756,0.044444444444444446,1.5,0.4,0.4557366411784062,0.823424519746195,0
user_17120,2021-05-20 17:40:17,22,9,13,4,4,0,8,19,11,8,9,3,0,3.415587539353307,4.166415772133433,6.003616845732779,0.5909090909090909,0.3076923076923077,0.4090909090909091,0.9936085418900856,0.5351707666098319,0
