user,timestamp,number_of_emails_dispatched,number_of_files_interacted,total_logon_attempts,usb_connection_incidents,nighttime_email_events,number_of_night_logons,trait_openness_score,trait_conscientiousness_score,trait_extraversion_score,trait_agreeableness_score,trait_neuroticism_score,weekday_index,is_weekend_day,email_volume_change_1d,logon_variation_1d,logon_rolling_average_7d,logon_to_email_event_ratio,usb_to_logon_ratio,file_to_email_ratio,email_volume_volatility_3d,logon_volatility_3d,predicted_threat_label
user_59026,2021-10-21 11:28:00,15,17,8,0,2,2,12,4,6,4,16,3,0,0.08113699650039644,3.1928763888258747,3.7927355150326405,0.5333333333333333,0.0,1.1333333333333333,0.8241838209727744,0.5263153355170991,0
user_59027,2021-10-15 06:49:00,20,12,12,4,1,3,11,18,14,9,7,4,0,1.8676357626823776,8.09912842088778,4.6973907057798066,0.6,0.3333333333333333,0.6,0.46214092387690897,0.7836183171343291,0
user_59028,2021-11-21 00:24:00,18,9,10,1,1,2,4,5,7,16,6,6,1,1.1234327107160726,1.3567719658780864,9.167549833144834,0.5555555555555556,0.1,0.5,0.4079497197622334,0.8999234080710687,0
user_59029,2021-11-07 08:51:00,26,10,9,2,2,0,15,17,14,9,4,6,1,1.3110851120622924,2.3041055386095057,6.954487907366221,0.34615384615384615,0.2222222222222222,0.38461538461538464,0.3501793117364931,0.7312363427024278,0
user_59030,2021-09-24 18:34:00,23,13,8,2,4,2,18,9,6,8,13,4,0,3.1557143528093508,0.2288368860798321,7.5025247399774955,0.34782608695652173,0.25,0.5652173913043478,0.3379060869201317,0.49178611071890754,0
user_59031,2021-12-04 02:25:00,19,13,7,1,1,1,18,10,19,5,12,5,1,1.6644787180010732,3.122564250724948,7.301715676421325,0.3684210526315789,0.14285714285714285,0.6842105263157895,0.6432262958421973,0.9678115930182849,0
user_59032,2021-11-23 21:04:00,23,9,2,0,2,0,12,19,5,19,6,1,0,4.1747157804404305,0.9840141759514853,5.735642012610602,0.08695652173913043,0.0,0.391304347826087,0.3297166625632256,0.043822345015609,0
user_59033,2021-09-01 11:30:00,21,9,11,1,2,4,13,9,15,9,1,2,0,14.872306194421972,0.994568775161472,9.429417770416723,0.5238095238095238,0.09090909090909091,0.42857142857142855,0.04586508276899859,0.2254251352446287,0
user_59034,2021-12-20 00:37:00,20,10,7,0,1,2,10,5,14,5,2,0,0,5.828880119367436,4.035368053484509,6.728920351028287,0.35,0.0,0.5,0.6168056204467041,0.04268779578026871,0
user_59035,2021-09-29 11:42:00,14,10,5,2,0,2,11,15,11,5,12,2,0,10.202343150159944,4.895754535437639,10.90984406675609,0.35714285714285715,0.4,0.7142857142857143,0.6489395016766059,0.8824640770781796,0
user_59036,2021-11-06 04:34:00,16,13,9,2,3,2,7,14,17,8,20,5,1,1.1426409962842135,2.65226384594181,9.423653701069332,0.5625,0.2222222222222222,0.8125,0.5071761917849934,0.7423791299687664,0
user_59037,2021-11-07 05:58:00,19,11,4,1,1,1,7,2,8,13,15,6,1,2.3140885587630673,0.5786702919013323,4.412785990727502,0.21052631578947367,0.25,0.5789473684210527,0.40866043381037753,0.07391757539167032,0
user_59038,2021-11-14 17:42:00,20,7,10,1,2,1,2,12,17,10,13,6,1,3.837927877289577,0.9229990744544887,4.702413688086937,0.5,0.1,0.35,0.5616813985560327,0.6132316647461264,0
user_59039,2021-12-09 23:04:00,26,10,11,2,4,2,16,13,20,14,10,3,0,25.757011833254275,3.4139398225553896,3.6288140406761267,0.4230769230769231,0.18181818181818182,0.38461538461538464,0.3012956243999416,0.7051893776403139,0
user_59040,2021-10-22 00:50:00,20,10,11,0,3,1,9,17,15,19,11,4,0,1.1308633906616334,17.587348030483916,7.9273824075563155,0.55,0.0,0.5,0.6977919893229589,0.5037254371833227,0
user_59041,2021-12-20 15:38:00,21,8,6,3,3,3,15,6,1,3,8,0,0,0.38892813701723916,8.709133311339574,6.336818879512526,0.2857142857142857,0.5,0.38095238095238093,0.3851299260244936,0.2531835849772762,0
user_59042,2021-09-13 08:06:00,20,11,9,0,3,1,11,3,12,5,19,0,0,6.31541688831917,1.594529781658871,8.261455786032641,0.45,0.0,0.55,0.5458401095897369,0.29809305948151354,0
user_59043,2021-10-02 03:24:00,21,15,5,2,3,1,1,15,20,5,6,5,1,1.8006386323007648,1.7492549299634779,5.97253420434751,0.23809523809523808,0.4,0.7142857142857143,0.6463119450129428,0.12784672728230795,0
user_59044,2021-09-21 22:56:00,22,8,8,0,4,2,2,3,19,19,4,1,0,5.402482098571961,2.2133997374631584,6.598350645484406,0.36363636363636365,0.0,0.36363636363636365,0.7878871973492532,0.7091261972619473,0
user_59045,2021-11-11 23:38:00,19,11,5,1,2,1,15,6,2,7,2,3,0,3.7944194884852807,1.60147557295971,2.504969921600669,0.2631578947368421,0.2,0.5789473684210527,0.3228360651666453,0.7501371137205161,0
user_59046,2021-12-11 06:48:00,24,18,8,0,6,1,20,3,1,6,13,5,1,1.2689498129906476,1.1610316475682554,3.166986908301545,0.3333333333333333,0.0,0.75,0.3179169063498132,0.6148224873293968,0
user_59047,2021-10-21 03:37:00,20,5,2,1,1,1,12,13,19,11,4,3,0,4.041355879229973,0.27946892226777,9.323450087657456,0.1,0.5,0.25,0.39906046796033,0.31788127306023783,0
user_59048,2021-11-22 22:21:00,19,6,4,3,1,1,17,9,15,4,9,0,0,1.9017745067131449,2.95544626183967,5.2449622756228065,0.21052631578947367,0.75,0.3157894736842105,0.732164165542923,0.025267581751470036,0
user_59049,2021-12-13 01:41:00,20,6,8,4,4,0,5,10,7,14,14,0,0,1.8916526518006642,1.3355559150350973,4.887254835072286,0.4,0.5,0.3,0.7566176026275905,0.29005086487420406,0
user_59050,2021-11-09 20:43:00,21,11,5,3,2,1,6,12,13,18,17,1,0,13.35028281179219,1.9161917217542115,5.545748995006138,0.23809523809523808,0.6,0.5238095238095238,0.7294087979325825,0.14669881736368495,0
user_59051,2021-11-16 08:44:00,13,12,4,2,2,0,8,14,7,8,1,1,0,4.255652418892934,3.0613200940002003,5.117698645445367,0.3076923076923077,0.5,0.9230769230769231,0.37755065391714804,0.34669746656312317,0
user_59052,2021-10-21 05:29:00,20,12,5,1,2,2,4,14,8,9,15,3,0,3.1950983874044865,3.7070000440307487,8.848646368266564,0.25,0.2,0.6,0.5936192504213421,0.7933028767582552,0
user_59053,2021-09-26 10:03:00,16,12,4,3,1,0,15,2,7,15,7,6,1,0.038422179427208915,3.947582849279266,2.467789030126647,0.25,0.75,0.75,0.3101850408806075,0.8678447667685137,0
user_59054,2021-12-20 19:58:00,23,8,6,0,3,1,12,9,9,19,14,0,0,3.287463385283535,6.807797496173017,5.856575707132379,0.2608695652173913,0.0,0.34782608695652173,0.7970807608178387,0.49366353256535034,0
user_59055,2021-11-14 02:51:00,15,14,6,1,0,3,15,3,2,5,7,6,1,0.7389574057669969,9.147593915354342,6.134253680697623,0.4,0.16666666666666666,0.9333333333333333,0.16515342943941014,0.19801699586629462,0
user_59056,2021-11-14 20:38:00,17,7,10,1,2,2,11,14,1,16,16,6,1,6.0738334847494615,0.9542928380982982,4.953673239447594,0.5882352941176471,0.1,0.4117647058823529,0.19863369630787242,0.4230316923463249,0
user_59057,2021-10-27 12:24:00,13,11,3,2,3,0,17,12,4,15,14,2,0,0.39443169192473254,5.809969175982037,6.652733369294043,0.23076923076923078,0.6666666666666666,0.8461538461538461,0.5305898022370884,0.27850825416735436,0
user_59058,2021-09-17 13:14:00,26,5,4,2,3,1,19,4,19,19,12,4,0,1.4529267399481771,0.8918469889854039,4.974342749209104,0.15384615384615385,0.5,0.19230769230769232,0.38526193704916856,0.9662530149723912,0
user_59059,2021-09-15 03:22:00,18,9,9,0,3,1,9,1,1,20,6,2,0,3.812529872093642,0.16455324142176211,6.9569079267594,0.5,0.0,0.5,0.47283387247210285,0.9248207435801112,0
user_59060,2021-10-03 11:22:00,10,6,8,2,2,3,15,16,20,19,6,6,1,7.008960398892539,1.037737440868663,4.071019778833017,0.8,0.25,0.6,0.0605181602989191,0.7776452488374171,0
user_59061,2021-09-03 21:01:00,19,6,13,2,2,2,10,1,15,9,20,4,0,4.343797626774066,7.972523961449304,1.5007304173444886,0.6842105263157895,0.15384615384615385,0.3157894736842105,0.9031048600097297,0.7260884527786133,0
user_59062,2021-09-25 13:32:00,27,11,9,1,2,1,12,15,13,13,17,5,1,1.6583295788532175,0.20204697357959484,9.91123951200106,0.3333333333333333,0.1111111111111111,0.4074074074074074,0.7159703465671348,0.8784256975717538,0
user_59063,2021-10-22 21:24:00,19,8,5,1,3,0,7,3,1,19,9,4,0,20.140938255471728,4.309322939370269,5.18226925150111,0.2631578947368421,0.2,0.42105263157894735,0.47449543197655053,0.5231170445409706,0
user_59064,2021-12-07 18:44:00,19,8,10,2,0,3,17,7,13,3,11,1,0,2.153670476792989,1.5635133615177157,7.913360612756186,0.5263157894736842,0.2,0.42105263157894735,0.8999814891298228,0.6642096175692139,0
user_59065,2021-10-16 08:26:00,32,17,15,1,2,4,14,13,1,3,7,5,1,0.6234938010996145,0.3836546042116613,7.347038092481441,0.46875,0.06666666666666667,0.53125,0.09262251285792888,0.6674371818733985,0
user_59066,2021-12-22 19:41:00,18,6,9,2,0,4,8,9,19,11,8,2,0,10.784188389179272,5.965168851476657,5.406660239583977,0.5,0.2222222222222222,0.3333333333333333,0.14559602596425625,0.40663356866351563,0
user_59067,2021-10-13 17:00:00,18,5,8,2,5,0,12,1,15,20,9,2,0,2.2467793693932734,10.063588155764279,4.823020622780932,0.4444444444444444,0.25,0.2777777777777778,0.9796573121391704,0.23171703781774589,0
user_59068,2021-12-08 05:29:00,21,13,11,1,2,4,20,18,13,10,15,2,0,13.819675991277245,8.373083942211629,3.1330784772876306,0.5238095238095238,0.09090909090909091,0.6190476190476191,0.8475454598213384,0.9514646476096812,1
user_59069,2021-11-10 21:15:00,26,6,11,2,2,4,18,13,5,17,14,2,0,7.017558417949873,2.6118629618597424,9.642871538995937,0.4230769230769231,0.18181818181818182,0.23076923076923078,0.43247887862528855,0.7391009457376988,0
user_59070,2021-12-26 01:59:00,15,8,7,1,2,0,13,20,5,4,1,6,1,0.801193899457975,2.705093133627136,5.456770299037273,0.4666666666666667,0.14285714285714285,0.5333333333333333,0.19933538969925102,0.6457499920932803,0
user_59071,2021-09-09 03:53:00,22,13,7,0,4,1,15,10,7,4,17,3,0,0.9241030233551322,12.440228441713183,4.471593431070153,0.3181818181818182,0.0,0.5909090909090909,0.7537270000564144,0.7197890723181238,0
user_59072,2021-10-08 10:48:00,20,16,7,3,2,1,18,2,3,6,20,4,0,4.561372703529126,3.0085464402746194,5.673086767615135,0.35,0.42857142857142855,0.8,0.07110523747067643,0.7383433567105625,0
user_59073,2021-10-14 12:58:00,16,9,7,0,0,1,2,16,17,6,15,3,0,16.167187624903494,2.2265456776840256,7.677899152972487,0.4375,0.0,0.5625,0.9834292746397879,0.17735381472240452,0
user_59074,2021-11-13 16:28:00,21,13,9,2,4,4,18,11,17,17,18,5,1,9.905541302060792,2.1543922714846384,2.5629281178691596,0.42857142857142855,0.2222222222222222,0.6190476190476191,0.9186671927082088,0.3124040247695715,0
user_59075,2021-12-09 22:20:00,18,7,8,0,3,4,14,3,12,18,6,3,0,3.2560690980179214,0.6245848846933938,6.947147366558104,0.4444444444444444,0.0,0.3888888888888889,0.7908305959247846,0.5126559651738228,0
user_59076,2021-11-21 23:01:00,17,6,12,1,0,4,9,10,11,8,16,6,1,5.906498637752472,1.651713713019875,5.360961503805651,0.7058823529411765,0.08333333333333333,0.35294117647058826,0.8629787080274516,0.08177829331061715,0
user_59077,2021-10-16 14:24:00,18,9,8,0,3,3,17,13,11,9,19,5,1,14.52604403026321,3.4975983184101884,0.8641501245445964,0.4444444444444444,0.0,0.5,0.46024700699613874,0.8383141118806571,1
user_59078,2021-10-22 18:13:00,17,12,10,0,2,2,2,19,3,1,17,4,0,7.3537274065405285,4.937985110533705,6.8591962133154185,0.5882352941176471,0.0,0.7058823529411765,0.16307826437074913,0.3453933563379654,0
user_59079,2021-10-09 06:30:00,26,7,11,0,0,2,9,5,10,11,15,5,1,6.74771404035785,1.5347630471207947,8.268261587647228,0.4230769230769231,0.0,0.2692307692307692,0.039299757914630806,0.7335347926678342,0
user_59080,2021-12-15 01:51:00,26,11,5,2,1,1,4,16,1,7,1,2,0,3.477359240697335,1.3819330522464472,5.350288104604139,0.19230769230769232,0.4,0.4230769230769231,0.6075619247495847,0.31469805962567954,0
user_59081,2021-10-31 16:33:00,24,10,5,2,4,0,15,15,2,1,16,6,1,15.417523365764596,7.0150011221422,10.274885306730845,0.20833333333333334,0.4,0.4166666666666667,0.7492677011870726,0.4726225306093025,0
user_59082,2021-09-17 14:55:00,13,7,7,0,1,1,9,15,1,2,20,4,0,7.800556285264805,5.767793384406829,6.569740046623491,0.5384615384615384,0.0,0.5384615384615384,0.0585267052521925,0.31596226602926447,0
user_59083,2021-12-16 16:47:00,25,10,10,0,2,4,8,18,3,18,3,3,0,5.725567403292031,0.8372663673468492,2.5268008689783445,0.4,0.0,0.4,0.4145732867488392,0.6016687159826922,0
user_59084,2021-11-06 16:12:00,10,8,5,2,0,1,17,11,3,2,8,5,1,2.1550096525960174,2.283725906868551,5.067630181560763,0.5,0.4,0.8,0.5976685609785504,0.16251380081660616,0
user_59085,2021-10-18 15:52:00,19,7,9,0,2,0,11,20,6,7,14,0,0,0.10677634168905772,0.8314783809166811,7.879114112482531,0.47368421052631576,0.0,0.3684210526315789,0.22731051405493863,0.2695814178900797,0
user_59086,2021-12-01 03:01:00,20,9,11,2,3,4,15,17,13,15,18,2,0,0.5790109933033502,2.560347048888671,5.003606436853768,0.55,0.18181818181818182,0.45,0.8745465998799442,0.8456558612156734,0
user_59087,2021-10-07 10:35:00,17,6,6,1,3,1,1,4,8,18,20,3,0,3.2091517461149914,1.2647902586240423,5.332910229060926,0.35294117647058826,0.16666666666666666,0.35294117647058826,0.29497899594782884,0.0663216612103581,0
user_59088,2021-10-03 12:53:00,12,13,8,2,4,4,13,12,5,11,1,6,1,1.206630877822483,0.6795650270088146,4.64034966477638,0.6666666666666666,0.25,1.0833333333333333,0.568751401745824,0.8435404783575706,0
user_59089,2021-10-28 08:11:00,22,19,4,2,0,1,10,16,14,7,2,3,0,2.9053265759534885,0.969838229041964,4.1114102753965485,0.18181818181818182,0.5,0.8636363636363636,0.017735105948515684,0.2695983039510379,0
user_59090,2021-11-02 12:53:00,26,11,8,2,1,1,6,2,16,12,15,1,0,2.0306603445619515,0.873880270294028,4.084520773030503,0.3076923076923077,0.25,0.4230769230769231,0.8973985123310282,0.22026881926612174,0
user_59091,2021-11-08 16:24:00,24,9,10,0,4,0,5,11,8,2,13,0,0,2.436847677938541,1.1572290586647465,8.781275780236024,0.4166666666666667,0.0,0.375,0.07030090208013628,0.3032748221978323,0
user_59092,2021-10-22 21:59:00,19,12,6,3,4,2,14,16,11,14,15,4,0,0.11866472316034515,2.4293253046525187,5.753880354653085,0.3157894736842105,0.5,0.631578947368421,0.11726899906621968,0.08983840653006103,0
user_59093,2021-09-30 02:50:00,17,10,8,1,0,2,19,5,15,12,19,3,0,2.559704059151188,0.18164975285003246,5.646608269940102,0.47058823529411764,0.125,0.5882352941176471,0.1527522892334101,0.9356467580637313,0
user_59094,2021-10-05 03:32:00,21,9,12,1,3,2,12,1,20,20,15,1,0,1.734805177107202,3.524994509993527,4.683230926739068,0.5714285714285714,0.08333333333333333,0.42857142857142855,0.40455372936398026,0.6239094920287513,0
user_59095,2021-12-07 22:45:00,20,13,11,0,5,3,14,16,12,10,15,1,0,0.5503219551577984,0.20745284922111074,4.926707098575175,0.55,0.0,0.65,0.613812607756382,0.16202189758251284,0
user_59096,2021-10-29 05:09:00,15,15,12,2,0,2,2,11,13,6,1,4,0,6.590301610277727,5.997864389436102,4.224055410621459,0.8,0.16666666666666666,1.0,0.8621625332016304,0.009915174941406812,0
user_59097,2021-12-27 04:17:00,15,15,8,1,1,1,16,13,13,9,18,0,0,1.8097446686030951,2.414983822243798,3.573780229390472,0.5333333333333333,0.125,1.0,0.4054624879498835,0.2404735643519993,0
user_59098,2021-09-04 00:41:00,17,11,5,1,1,1,2,17,10,8,2,5,1,9.620300634696896,2.5974373868028495,8.16023911187056,0.29411764705882354,0.2,0.6470588235294118,0.5666342303652099,0.8950026688663464,0
user_59099,2021-09-28 06:51:00,21,9,12,1,2,4,19,10,1,14,17,1,0,3.282700242041614,1.5575469682038068,4.955199113348237,0.5714285714285714,0.08333333333333333,0.42857142857142855,0.8637293511088036,0.2733494229705503,0
user_59100,2021-10-28 07:21:00,9,11,10,1,0,2,1,11,10,19,12,3,0,15.922558122456195,0.28256542269377705,6.943554353180899,1.1111111111111112,0.1,1.2222222222222223,0.34285250958262337,0.682937639602262,0
user_59101,2021-10-14 07:58:00,24,15,7,1,2,2,15,18,17,16,17,3,0,0.10009288391375099,0.030731228469112946,8.058934486990996,0.2916666666666667,0.14285714285714285,0.625,0.20220506376216207,0.9314935198326383,0
user_59102,2021-10-26 06:38:00,22,8,9,2,2,0,10,20,18,2,2,1,0,5.427104708368052,0.9160745139240412,9.264550116733794,0.4090909090909091,0.2222222222222222,0.36363636363636365,0.9519035917064886,0.7734009018433532,0
user_59103,2021-12-16 05:15:00,13,11,9,1,0,1,4,17,5,9,19,3,0,3.8665955544111172,0.1326820736978045,10.361567513123589,0.6923076923076923,0.1111111111111111,0.8461538461538461,0.7437884904812418,0.8648858366965898,0
user_59104,2021-11-30 01:44:00,20,16,15,1,5,2,12,20,13,12,1,1,0,1.6463071945099745,0.25259866513780127,9.646394958678925,0.75,0.06666666666666667,0.8,0.9726084119206635,0.9264874786171501,0
user_59105,2021-09-05 13:52:00,17,7,9,1,3,1,12,14,5,7,8,6,1,10.093813443296177,1.4770114600154627,6.93252859774677,0.5294117647058824,0.1111111111111111,0.4117647058823529,0.8551907279117482,0.7852699595628462,0
user_59106,2021-11-11 10:53:00,20,7,5,2,0,1,3,15,8,5,9,3,0,3.08159352526821,1.9065771468222183,5.6192926569188995,0.25,0.4,0.35,0.12467449617761583,0.8483290694710802,0
user_59107,2021-10-07 06:06:00,26,10,6,2,1,3,14,5,2,10,2,3,0,0.9411445226122577,0.3290196957437383,8.697490569163847,0.23076923076923078,0.3333333333333333,0.38461538461538464,0.23393022605514946,0.5272435357123296,0
user_59108,2021-09-11 15:36:00,18,10,7,1,1,0,2,19,18,20,13,5,1,9.390001498560924,0.44931727263373755,4.084906798123881,0.3888888888888889,0.14285714285714285,0.5555555555555556,0.013872452393568602,0.24187772114880235,0
user_59109,2021-09-03 08:43:00,20,8,15,2,1,4,8,4,16,10,13,4,0,3.013568521957567,8.963487081167465,6.814608834687574,0.75,0.13333333333333333,0.4,0.8288340448609435,0.6147695218628242,1
user_59110,2021-11-16 20:44:00,18,12,9,1,4,3,2,4,12,8,11,1,0,0.8938528705920106,1.6633200708262197,8.134827438755924,0.5,0.1111111111111111,0.6666666666666666,0.4008582438516499,0.06456480681600107,0
user_59111,2021-11-27 11:45:00,28,10,8,0,5,3,6,6,5,8,9,5,1,0.8119002356559861,3.9429600466542247,8.668758810540744,0.2857142857142857,0.0,0.35714285714285715,0.17074365545925307,0.21191249558997116,0
user_59112,2021-12-12 11:17:00,15,12,8,0,0,2,5,19,17,17,10,6,1,2.465512130610108,2.212028370980757,5.134094988768671,0.5333333333333333,0.0,0.8,0.2191188525521086,0.346054174895316,0
user_59113,2021-12-05 08:19:00,12,12,11,0,1,4,14,17,17,8,5,6,1,12.798684168516136,0.3672934180311508,7.494756015295736,0.9166666666666666,0.0,1.0,0.5144941409666192,0.45701162436589526,0
user_59114,2021-09-11 16:17:00,24,14,9,0,4,3,4,10,13,13,18,5,1,2.1540743625186716,4.5840458642063195,5.949277840241674,0.375,0.0,0.5833333333333334,0.47707043011697714,0.7218449434268442,0
user_59115,2021-09-12 14:03:00,24,10,8,2,3,1,19,20,10,14,17,6,1,5.422337678725004,1.5451935560775798,7.965290559867453,0.3333333333333333,0.25,0.4166666666666667,0.26127066916519703,0.7405926276357498,0
user_59116,2021-09-19 10:02:00,13,7,7,3,1,2,10,5,8,10,1,6,1,8.405640941623979,0.561396906291689,5.4956325100842705,0.5384615384615384,0.42857142857142855,0.5384615384615384,0.8363137907917124,0.7100403422403445,0
user_59117,2021-09-15 09:33:00,19,11,7,1,1,0,10,11,8,18,20,2,0,2.183190588519148,0.1082956732859556,4.109274314767955,0.3684210526315789,0.14285714285714285,0.5789473684210527,0.31365781805606463,0.9555988812665005,0
user_59118,2021-09-13 07:24:00,18,5,9,0,1,3,2,5,2,4,9,0,0,4.420112306987283,5.235413129708842,1.9718655464389485,0.5,0.0,0.2777777777777778,0.10503296734432233,0.667160896822708,0
user_59119,2021-09-28 22:57:00,25,13,5,0,4,0,5,12,8,2,7,1,0,2.790979964613802,2.5603408465802513,8.514850059610115,0.2,0.0,0.52,0.947779799439185,0.03257492879906587,0
user_59120,2021-11-09 14:20:00,22,10,8,1,3,3,5,15,7,16,6,1,0,17.77523268305902,0.2783365123901911,8.271012551331214,0.36363636363636365,0.125,0.45454545454545453,0.6281217019095485,0.3381331706904753,0
user_59121,2021-11-20 13:47:00,12,8,6,1,1,0,1,1,7,1,2,5,1,0.5300756045241928,2.3419772006254753,6.005889362372068,0.5,0.16666666666666666,0.6666666666666666,0.029453557958320276,0.08948892509517892,0
