user,timestamp,number_of_emails_dispatched,number_of_files_interacted,total_logon_attempts,usb_connection_incidents,nighttime_email_events,number_of_night_logons,trait_openness_score,trait_conscientiousness_score,trait_extraversion_score,trait_agreeableness_score,trait_neuroticism_score,weekday_index,is_weekend_day,email_volume_change_1d,logon_variation_1d,logon_rolling_average_7d,logon_to_email_event_ratio,usb_to_logon_ratio,file_to_email_ratio,email_volume_volatility_3d,logon_volatility_3d,predicted_threat_label
user_66060,2022-09-26 01:53:00,25,11,8,1,1,1,8,6,15,11,14,0,0,9.668729,5.289465,5.95573,0.32,0.12,0.44,0.561866,0.66056,0
user_66061,2022-10-08 12:04:00,30,5,10,0,5,6,4,8,1,17,10,5,1,7.020137,4.703033,3.820964,0.33,0.0,0.17,0.828119,0.856811,0
user_66062,2022-09-20 19:52:00,13,11,10,0,2,4,0,9,2,5,18,1,0,5.259224,5.363573,10.809623,0.77,0.0,0.85,0.568818,0.747133,0
user_66063,2022-09-13 19:28:00,20,12,12,0,1,5,10,4,17,12,2,1,0,5.465105,4.053319,4.935991,0.6,0.0,0.6,0.454293,0.322784,0
user_66064,2022-10-16 14:29:00,19,10,9,0,3,2,18,2,0,14,4,6,1,5.516553,1.854902,7.50338,0.47,0.0,0.53,0.927927,0.455078,0
user_66065,2022-09-17 06:22:00,13,7,4,0,1,0,16,2,0,4,12,5,1,8.940062,5.123519,9.4771,0.31,0.0,0.54,0.96684,0.496241,0
user_66066,2022-10-15 08:54:00,20,16,5,0,2,1,10,13,11,12,20,5,1,3.724316,4.378996,6.349941,0.25,0.0,0.8,0.45887,0.532182,1
user_66067,2022-09-06 11:56:00,18,13,7,0,1,1,14,12,19,10,14,1,0,6.047372,5.179955,8.672984,0.39,0.0,0.72,0.567216,0.688442,0
user_66068,2022-10-12 16:08:00,22,10,6,0,1,0,15,19,17,10,0,2,0,2.829121,1.773438,3.509153,0.27,0.0,0.45,0.890095,0.624354,0
user_66069,2022-10-11 17:32:00,25,11,15,0,4,2,5,20,4,11,4,1,0,4.941739,3.661986,6.659521,0.6,0.0,0.44,0.361916,0.565263,0
user_66070,2022-10-23 22:41:00,18,11,10,1,3,0,1,5,4,17,19,6,1,9.632395,1.962983,4.446462,0.56,0.1,0.61,0.656894,0.360737,1
user_66071,2022-10-04 07:25:00,17,15,15,1,2,1,1,6,6,17,3,1,0,3.322547,6.506231,5.475387,0.88,0.07,0.88,0.547073,0.318644,0
user_66072,2022-10-27 17:59:00,17,11,8,0,1,1,5,13,5,13,7,3,0,4.874512,4.649342,5.540881,0.47,0.0,0.65,0.731043,0.823812,0
user_66073,2022-10-26 16:17:00,15,7,6,1,0,2,13,2,9,19,0,2,0,10.049428,9.344622,4.403451,0.4,0.17,0.47,0.621482,0.80196,0
user_66074,2022-09-07 14:05:00,23,17,12,1,4,2,4,7,1,17,17,2,0,1.718286,5.426217,6.330059,0.52,0.08,0.74,0.809637,0.999912,0
user_66075,2022-09-18 02:14:00,17,10,9,0,1,1,3,3,4,18,9,6,1,3.85004,5.505003,7.694707,0.53,0.0,0.59,0.468687,0.538173,0
user_66076,2022-10-28 22:55:00,19,4,6,0,1,0,8,12,4,16,9,4,0,7.76126,5.407274,6.130567,0.32,0.0,0.21,0.754752,0.595909,0
user_66077,2022-09-23 11:36:00,26,11,13,2,2,0,16,0,8,17,12,4,0,10.965757,5.006357,9.322485,0.5,0.15,0.42,0.681003,0.50327,0
user_66078,2022-10-03 00:41:00,16,11,5,0,1,1,18,12,8,14,0,0,0,7.375889,7.603276,6.00141,0.31,0.0,0.69,0.641186,0.899784,0
user_66079,2022-10-30 11:45:00,17,14,7,0,0,1,19,20,8,9,7,6,1,10.144335,7.494605,8.983459,0.41,0.0,0.82,0.470352,0.776312,0
user_66080,2022-10-02 23:14:00,17,7,7,0,1,0,18,0,12,10,3,6,1,1.662778,3.765527,2.865175,0.41,0.0,0.41,0.370656,0.526328,0
user_66081,2022-09-28 20:08:00,18,8,5,1,2,3,12,20,1,9,14,2,0,3.142642,3.142962,0.773402,0.28,0.2,0.44,0.934184,0.328403,0
user_66082,2022-10-21 00:07:00,17,13,11,2,3,2,9,14,11,8,18,4,0,7.745038,4.229176,2.826898,0.65,0.18,0.76,0.913771,0.549795,0
user_66083,2022-10-28 03:46:00,16,9,6,1,1,0,3,18,3,9,12,4,0,5.993565,4.472916,8.608933,0.38,0.17,0.56,0.461063,0.745863,0
user_66084,2022-10-25 09:17:00,19,14,8,1,2,0,19,14,8,11,11,1,0,4.566432,6.027461,4.888549,0.42,0.12,0.74,0.696342,0.57173,0
user_66085,2022-09-27 00:26:00,21,14,6,1,2,2,13,19,10,12,16,1,0,8.885547,4.343801,8.178199,0.29,0.17,0.67,0.489554,0.976481,0
user_66086,2022-10-21 07:54:00,23,13,13,1,1,2,6,6,18,2,12,4,0,3.658323,5.708729,3.886293,0.57,0.08,0.57,0.707712,0.872946,0
user_66087,2022-10-09 01:35:00,20,6,6,1,7,2,11,9,16,4,0,6,1,3.924794,6.620305,11.235002,0.3,0.17,0.3,0.788646,0.301451,0
user_66088,2022-10-25 14:23:00,10,8,11,0,1,5,1,17,3,15,16,1,0,6.849977,3.896459,9.485689,1.1,0.0,0.8,0.500609,0.646831,0
user_66089,2022-09-29 01:09:00,18,5,5,1,1,2,6,20,13,3,1,3,0,10.469245,2.972334,7.468059,0.28,0.2,0.28,0.662909,0.791572,0
user_66090,2022-10-12 14:15:00,20,10,7,1,1,1,16,5,11,5,7,2,0,4.236166,8.510855,7.790999,0.35,0.14,0.5,0.935072,0.821294,0
user_66091,2022-10-07 10:23:00,16,12,7,2,1,3,4,11,16,10,0,4,0,5.943519,5.451559,8.349111,0.44,0.29,0.75,0.581421,0.534827,0
user_66092,2022-10-22 14:42:00,17,11,12,1,3,1,4,2,2,12,2,5,1,1.403031,2.506306,6.01986,0.71,0.08,0.65,0.591982,0.309943,0
user_66093,2022-10-01 17:41:00,17,6,10,0,1,2,17,11,16,13,5,5,1,3.313367,9.414246,4.437581,0.59,0.0,0.35,0.950148,0.461427,0
user_66094,2022-10-16 18:36:00,18,9,12,0,1,0,9,8,2,4,16,6,1,2.678577,9.04889,11.094857,0.67,0.0,0.5,0.326389,0.893331,0
user_66095,2022-10-10 15:34:00,31,11,9,0,3,3,9,14,10,15,9,0,0,2.773036,8.079985,3.515328,0.29,0.0,0.35,0.668348,0.450726,0
user_66096,2022-10-29 11:29:00,21,8,7,2,1,1,5,11,2,1,0,5,1,2.068385,4.636163,8.672232,0.33,0.29,0.38,0.492279,0.56317,0
user_66097,2022-09-09 00:31:00,17,13,8,1,2,2,17,13,18,15,8,4,0,5.160278,4.781122,3.667867,0.47,0.12,0.76,0.502247,0.369826,0
user_66098,2022-09-20 17:53:00,15,7,9,0,0,1,9,3,9,18,16,1,0,4.268261,4.213709,9.183121,0.6,0.0,0.47,0.576541,0.313858,0
user_66099,2022-10-14 11:52:00,17,14,5,0,4,0,19,5,13,5,15,4,0,4.763745,5.643823,6.955291,0.29,0.0,0.82,0.637835,0.781895,0
user_66100,2022-10-04 13:23:00,13,13,9,0,1,1,6,18,13,9,6,1,0,2.293106,6.572614,6.137963,0.69,0.0,1.0,0.732846,0.84381,0
user_66101,2022-10-02 00:21:00,19,9,9,1,3,3,12,9,2,7,15,6,1,5.570783,6.879737,6.803082,0.47,0.11,0.47,0.626848,0.853676,0
user_66102,2022-09-23 05:21:00,17,13,5,0,0,1,19,19,15,12,5,4,0,5.759736,7.840504,5.433338,0.29,0.0,0.76,0.872047,0.632041,0
user_66103,2022-10-15 23:19:00,16,7,2,2,2,1,8,6,10,5,7,5,1,4.42673,5.116506,8.003449,0.12,1.0,0.44,0.762436,0.582099,0
user_66104,2022-10-01 17:26:00,18,10,8,1,4,2,9,0,14,2,4,5,1,8.180537,6.081976,0.871257,0.44,0.12,0.56,0.624667,0.693514,0
user_66105,2022-09-03 12:49:00,15,12,4,1,1,0,18,19,0,17,0,5,1,2.614422,6.685221,5.282999,0.27,0.25,0.8,0.704775,0.860559,0
user_66106,2022-10-21 21:26:00,20,8,7,0,3,2,14,8,9,10,19,4,0,2.241324,9.279909,6.059751,0.35,0.0,0.4,0.411321,0.567109,1
user_66107,2022-10-02 14:14:00,20,14,8,0,3,0,17,3,18,12,1,6,1,7.266251,1.597973,8.520719,0.4,0.0,0.7,0.467206,0.526534,0
user_66108,2022-09-06 07:29:00,20,5,5,1,2,0,12,15,7,5,12,1,0,8.045961,8.73908,2.212765,0.25,0.2,0.25,0.605366,0.464068,0
user_66109,2022-10-09 18:03:00,20,8,10,0,4,2,19,20,6,7,13,6,1,6.191229,1.945697,8.787114,0.5,0.0,0.4,0.815342,0.723858,0
user_66110,2022-10-28 03:29:00,20,14,8,0,1,2,12,11,2,16,5,4,0,0.126735,0.361172,8.830378,0.4,0.0,0.7,0.355914,0.563382,0
user_66111,2022-09-08 17:17:00,24,12,13,0,0,3,4,15,11,7,1,3,0,1.326646,5.396883,10.256314,0.54,0.0,0.5,0.612398,0.341684,0
user_66112,2022-09-28 15:07:00,18,12,7,0,2,3,14,2,15,6,0,2,0,7.490244,8.068386,10.284384,0.39,0.0,0.67,0.492085,0.627444,0
user_66113,2022-09-27 03:05:00,18,14,6,1,2,1,3,14,20,18,4,1,0,6.542945,2.31794,10.913785,0.33,0.17,0.78,0.413828,0.765637,0
user_66114,2022-10-08 17:18:00,21,16,13,1,1,4,12,13,7,5,12,5,1,8.909215,2.159857,8.141409,0.62,0.08,0.76,0.934266,0.530302,0
user_66115,2022-09-29 23:06:00,28,16,6,0,4,1,5,4,13,20,17,3,0,6.882007,7.798265,4.276617,0.21,0.0,0.57,0.620489,0.883759,0
user_66116,2022-10-18 14:54:00,19,19,3,0,3,0,7,3,8,2,14,1,0,4.87741,3.825337,3.89674,0.16,0.0,1.0,0.502926,0.358145,0
user_66117,2022-09-01 20:58:00,17,7,7,1,1,1,11,9,8,13,2,3,0,11.211606,2.273711,6.047774,0.41,0.14,0.41,0.423442,0.477629,0
user_66118,2022-10-30 17:29:00,18,8,7,2,3,0,4,8,14,12,3,6,1,3.346445,2.344202,5.606799,0.39,0.29,0.44,0.508549,0.698944,0
user_66119,2022-10-08 20:28:00,14,8,8,1,1,2,9,2,6,20,19,5,1,4.115975,10.323069,6.26666,0.57,0.12,0.57,0.814043,0.569707,1
user_66120,2022-09-27 04:32:00,18,14,7,0,2,3,20,11,9,9,4,1,0,5.874982,5.208504,6.915229,0.39,0.0,0.78,0.4518,0.757028,0
user_66121,2022-10-10 18:23:00,16,6,6,1,1,0,8,4,0,16,9,0,0,1.066627,9.947303,7.508117,0.38,0.17,0.38,0.409409,0.376048,0
user_66122,2022-10-09 04:17:00,18,17,9,1,1,0,20,4,18,4,6,6,1,7.900575,4.876955,9.113921,0.5,0.11,0.94,0.948719,0.41683,0
user_66123,2022-09-29 03:58:00,20,13,5,0,2,1,14,13,11,11,20,3,0,9.383904,5.475403,7.619288,0.25,0.0,0.65,0.625914,0.99548,1
user_66124,2022-09-04 17:50:00,21,4,4,1,1,0,7,19,6,20,2,6,1,4.530179,9.040813,6.943456,0.19,0.25,0.19,0.924465,0.646253,0
user_66125,2022-09-09 14:19:00,20,11,9,1,3,1,20,19,5,15,19,4,0,0.855771,3.319443,6.755846,0.45,0.11,0.55,0.704544,0.955708,1
user_66126,2022-09-13 00:01:00,21,10,4,1,0,0,12,10,19,11,0,1,0,1.720335,3.417922,4.079788,0.19,0.25,0.48,0.301163,0.336453,0
user_66127,2022-10-24 11:29:00,18,11,8,1,1,0,1,6,6,1,19,0,0,1.350598,5.018304,11.800077,0.44,0.12,0.61,0.626488,0.909771,1
user_66128,2022-09-19 02:11:00,19,10,7,0,4,1,7,15,7,1,13,0,0,2.818959,4.532985,9.692012,0.37,0.0,0.53,0.599378,0.505625,0
user_66129,2022-09-12 18:06:00,16,5,9,0,3,2,9,13,11,4,4,0,0,11.568276,6.711132,10.056998,0.56,0.0,0.31,0.849845,0.669237,0
user_66130,2022-10-09 05:42:00,23,9,10,2,1,3,6,14,6,17,13,6,1,6.402701,0.957015,8.987442,0.43,0.2,0.39,0.953318,0.760033,0
user_66131,2022-09-25 22:27:00,23,12,8,2,2,1,3,6,9,5,19,6,1,6.150285,3.558322,7.94276,0.35,0.25,0.52,0.841216,0.640254,1
user_66132,2022-09-05 15:53:00,21,7,5,1,3,1,11,5,11,17,19,0,0,5.624143,3.695069,9.370924,0.24,0.2,0.33,0.373639,0.756009,1
user_66133,2022-10-10 04:37:00,21,11,13,1,2,3,18,6,6,5,19,0,0,0.41557,7.234836,7.750572,0.62,0.08,0.52,0.864663,0.888891,1
user_66134,2022-09-18 15:00:00,12,4,7,0,1,3,16,19,15,15,1,6,1,5.117711,3.269241,14.547043,0.58,0.0,0.33,0.447852,0.897139,0
user_66135,2022-09-27 18:50:00,16,8,3,0,0,1,7,15,20,17,2,1,0,5.986486,9.40705,7.165107,0.19,0.0,0.5,0.957816,0.479459,0
user_66136,2022-10-21 08:34:00,25,15,8,1,2,1,3,6,15,14,12,4,0,5.733359,9.333172,7.575297,0.32,0.12,0.6,0.722034,0.461559,0
user_66137,2022-09-11 12:08:00,16,8,5,1,4,1,6,6,18,7,5,6,1,2.633765,2.628964,4.658413,0.31,0.2,0.5,0.904531,0.870174,0
user_66138,2022-10-23 02:01:00,18,12,6,1,1,0,17,20,9,20,10,6,1,7.264423,7.547197,0.822607,0.33,0.17,0.67,0.956853,0.871742,0
user_66139,2022-09-07 09:11:00,26,9,13,1,1,4,0,0,1,12,18,2,0,6.28407,3.409412,7.796885,0.5,0.08,0.35,0.611951,0.522106,0
user_66140,2022-09-06 18:44:00,21,11,7,0,3,0,7,16,14,19,20,1,0,6.438202,6.810517,7.442992,0.33,0.0,0.52,0.430317,0.448928,1
user_66141,2022-09-29 09:30:00,23,9,6,0,1,1,9,6,2,15,3,3,0,4.857529,2.023597,9.84751,0.26,0.0,0.39,0.905358,0.695155,0
user_66142,2022-10-14 23:50:00,9,11,14,0,0,3,6,3,15,5,19,4,0,5.514987,4.204448,5.722462,1.56,0.0,1.22,0.349436,0.698518,1
user_66143,2022-09-21 20:27:00,12,14,7,0,0,2,11,13,7,16,2,2,0,3.590262,6.471666,6.554028,0.58,0.0,1.17,0.345982,0.662154,0
user_66144,2022-10-23 06:25:00,20,5,9,2,0,2,15,6,0,6,10,6,1,8.098609,4.757113,5.668632,0.45,0.22,0.25,0.714501,0.577547,0
user_66145,2022-10-28 07:14:00,28,11,14,0,5,1,19,0,14,0,11,4,0,4.515549,6.050029,6.906045,0.5,0.0,0.39,0.311423,0.936682,0
user_66146,2022-09-13 01:22:00,17,10,12,0,1,1,11,5,0,5,13,1,0,0.57392,6.13204,9.900279,0.71,0.0,0.59,0.535093,0.368335,0
user_66147,2022-09-19 03:05:00,25,8,9,0,4,1,9,19,12,13,7,0,0,4.105136,9.56884,2.318005,0.36,0.0,0.32,0.461594,0.339262,0
user_66148,2022-10-20 11:52:00,17,11,7,2,1,3,6,9,13,16,16,3,0,5.355714,3.911201,8.504754,0.41,0.29,0.65,0.432099,0.963095,0
user_66149,2022-10-09 23:14:00,18,13,7,0,1,2,19,8,7,9,0,6,1,5.934914,5.53275,12.156434,0.39,0.0,0.72,0.614551,0.335999,0
user_66150,2022-10-09 16:35:00,24,16,8,0,2,2,20,8,16,7,16,6,1,3.136177,4.664206,2.673609,0.33,0.0,0.67,0.553469,0.564605,0
user_66151,2022-10-23 10:36:00,19,9,6,0,0,2,0,19,1,6,7,6,1,1.866045,8.030526,6.365662,0.32,0.0,0.47,0.863657,0.384564,0
user_66152,2022-09-29 06:29:00,20,8,6,0,3,1,13,1,1,19,4,3,0,1.944764,7.462275,8.192189,0.3,0.0,0.4,0.875647,0.749041,0
user_66153,2022-09-15 01:56:00,13,9,10,0,1,2,15,7,6,15,5,3,0,8.023235,8.158134,6.369187,0.77,0.0,0.69,0.986305,0.983255,0
user_66154,2022-09-10 21:35:00,15,10,7,0,4,1,1,9,18,12,15,5,1,3.029468,1.601315,4.808046,0.47,0.0,0.67,0.385714,0.967993,0
user_66155,2022-10-28 13:35:00,21,11,10,1,2,2,19,8,8,18,18,4,0,5.543279,5.330354,6.845784,0.48,0.1,0.52,0.868498,0.347287,0
user_66156,2022-09-29 21:23:00,19,10,2,1,4,0,10,13,15,8,4,3,0,5.296435,5.379626,8.707085,0.11,0.5,0.53,0.956406,0.50368,0
user_66157,2022-09-08 02:23:00,31,9,10,2,2,1,20,15,19,1,14,3,0,8.668847,6.080297,1.642021,0.32,0.2,0.29,0.535952,0.755201,0
user_66158,2022-09-24 21:15:00,16,8,5,1,1,3,0,17,13,5,3,5,1,6.555274,2.004326,5.657165,0.31,0.2,0.5,0.553127,0.698482,0
user_66159,2022-09-08 23:21:00,16,12,7,2,0,0,15,9,5,18,18,3,0,3.265427,6.520537,7.15702,0.44,0.29,0.75,0.34189,0.764952,0
user_66160,2022-09-04 17:41:00,23,14,6,0,2,0,18,13,4,0,6,6,1,5.195131,2.090976,5.288519,0.26,0.0,0.61,0.693951,0.40222,0
user_66161,2022-09-23 19:30:00,15,14,10,0,0,3,15,3,14,7,15,4,0,4.76536,5.424098,8.110502,0.67,0.0,0.93,0.94788,0.954567,0
user_66162,2022-10-06 09:07:00,19,11,10,1,2,2,2,5,9,4,2,3,0,3.447128,9.289509,6.074047,0.53,0.1,0.58,0.435331,0.946336,0
