id,date,user,pc,activity
{M3K6-Z9PQ19MP-4067EYLU},01/02/2010 08:55:32,CTR0215,PC-2944,Connect
{C8X9-D0TJ03VC-2985VQVQ},01/02/2010 09:00:33,CZB0191,PC-7236,Disconnect
{D7X4-A3XG20OD-1522LOEZ},01/02/2010 09:01:44,NLR0174,PC-8272,Connect
{C3G2-S3CF11ZT-3807QPWD},01/02/2010 09:04:02,MQF0815,PC-9876,Disconnect
{U9W4-B8OA54RE-9585TNQY},01/02/2010 09:05:32,MQF0815,PC-9876,Connect
{Q7F1-E9HX88LW-9317TLUZ},01/02/2010 09:06:50,MQF0815,PC-9876,Disconnect
{T0X8-T8QP90AD-8745DYKO},01/02/2010 09:07:28,JZA0447,PC-9753,Connect
{S9E2-K9DX39JY-7634PEPU},01/02/2010 09:08:44,NUG0614,PC-9225,Disconnect
{S2D0-G6CF85XH-6303RGXV},01/02/2010 09:08:50,YXG0504,PC-4312,Connect
{I0D0-V8BT37JY-9204MPAO},01/02/2010 09:12:15,KJP0844,PC-1188,Connect
{I3L1-N0KG27ZI-4502TZTF},01/02/2010 09:13:36,ATV0292,PC-4773,Disconnect
{Q5N7-B2VO93FU-9807IEAB},01/02/2010 09:14:37,CTR0215,PC-2944,Disconnect
{W9K3-Z3CD92RU-9818VBZN},01/02/2010 09:16:29,ATV0292,PC-4773,Connect
{F1S1-C1QE21FZ-5410RREB},01/02/2010 09:22:10,JKD0625,PC-1794,Connect
{D5L4-Y9QG66XS-4955KWYJ},01/02/2010 09:22:44,PCM0369,PC-2094,Connect
{Y8Q5-L9MT87GE-2557KTMN},01/02/2010 09:24:31,NUG0614,PC-9225,Connect
{O5M1-C1MX52DY-8626QVWS},01/02/2010 09:25:18,JZA0447,PC-9753,Disconnect
{K3P7-U6FG38IJ-2727CYKX},01/02/2010 09:27:09,YXG0504,PC-4312,Disconnect
{F4F8-Z4YO87ZP-8119NZKX},01/02/2010 09:30:17,BRS0802,PC-7449,Disconnect
{B4A3-X3GU91MP-1357HLVC},01/02/2010 09:34:16,CTR0215,PC-2944,Connect
{R0M6-N1QZ26BH-1343KHPY},01/02/2010 09:36:23,YXG0504,PC-4312,Connect
{K0T8-X0OX35TW-4111ACOX},01/02/2010 09:36:38,YXG0504,PC-4312,Disconnect
{D2F8-D1JU40DF-4654RKID},01/02/2010 09:41:31,MQF0815,PC-9876,Connect
{R9Q1-V5LA32LD-2245IPAJ},01/02/2010 09:42:24,JKD0625,PC-1794,Disconnect
{M8M7-Q8CZ70ND-9394YQJS},01/02/2010 09:42:57,LAG0639,PC-1575,Connect
{C0S4-T3GL90QE-3566QQVB},01/02/2010 09:44:09,SDH0288,PC-5156,Disconnect
{C6U2-H6TJ84XI-3665LFIW},01/02/2010 09:44:20,LAG0639,PC-1575,Disconnect
{I0K1-T4RT74VJ-5242EQGA},01/02/2010 09:50:10,PCM0369,PC-2094,Disconnect
{Q2Y0-S2BD76NS-4407XJBS},01/02/2010 09:50:15,LAG0639,PC-1575,Connect
{D8W5-G7OR58PS-9072XUVI},01/02/2010 09:53:17,MQF0815,PC-9876,Disconnect
{J5L9-A1OF45TH-5001EYEW},01/02/2010 09:54:42,JZA0447,PC-9753,Connect
{R4T7-Q4HD47VB-7176JZCH},01/02/2010 09:54:53,HCH0203,PC-2617,Connect
{T9H5-S7CR21OQ-2043AQYN},01/02/2010 09:58:15,MQM0127,PC-3361,Connect
{G1N8-K0XR55QF-3977YAIO},01/02/2010 09:59:22,AYN0502,PC-9878,Connect
{W2I6-I7DO37BE-1071SGRL},01/02/2010 09:59:31,PCM0369,PC-2094,Connect
{L3A4-Y8YT14GW-6021CMLA},01/02/2010 10:01:00,AYN0502,PC-9878,Disconnect
{I3T7-T5OZ01RB-1662RFNL},01/02/2010 10:01:16,SDH0288,PC-5156,Connect
{F5W6-R7CS56GQ-0273QDVD},01/02/2010 10:01:43,BLW0787,PC-5896,Connect
{R5K1-V2QN48EB-6335XSJT},01/02/2010 10:03:37,HCH0203,PC-2617,Disconnect
{V7Q8-Y2HK39QH-6995WLEF},01/02/2010 10:03:58,SDH0288,PC-5156,Disconnect
{L1Y7-V6HS88AF-9036BOPV},01/02/2010 10:05:11,NUG0614,PC-9225,Disconnect
{W1K0-U3XZ68YR-3389SPEU},01/02/2010 10:05:53,CTR0215,PC-2944,Disconnect
{U9N2-O8NX68GP-4188RSFK},01/02/2010 10:10:45,LAG0639,PC-1575,Disconnect
{O8N1-G9KL03XB-6086CWBK},01/02/2010 10:10:52,CZB0191,PC-7236,Connect
{Q0B0-E3ZL36TH-5802GSJJ},01/02/2010 10:11:21,LAG0639,PC-1575,Connect
{B5C1-L1RO23SK-4117GAQC},01/02/2010 10:12:17,MQF0815,PC-9876,Connect
{P8X0-J5BI93BP-4448LEJK},01/02/2010 10:18:21,BLW0787,PC-5896,Disconnect
{W5M9-U7XC93XZ-1888HUZK},01/02/2010 10:21:39,CZB0191,PC-7236,Disconnect
{J5W1-N7PS91ZJ-7502MOTK},01/02/2010 10:21:51,CTR0215,PC-2944,Connect
{L8V3-M0DZ52UT-5806AYRZ},01/02/2010 10:22:09,MQF0815,PC-9876,Disconnect
{W0Q6-Z7NK72PE-1005FCCV},01/02/2010 10:22:11,JKD0625,PC-1794,Connect
{E2K2-O4PS62HG-9350YFQR},01/02/2010 10:24:52,AYN0502,PC-9878,Connect
{O8F6-Y4GV38OH-3163NDLI},01/02/2010 10:29:06,CZB0191,PC-7236,Connect
{S1O8-Z0AM68TI-5141EQIQ},01/02/2010 10:30:16,PCM0369,PC-2094,Disconnect
{T5F9-L7HN51MK-5072UZWI},01/02/2010 10:31:03,SDH0288,PC-5156,Connect
{T9G8-L4FG29VH-9930CJNZ},01/02/2010 10:31:05,BGR0068,PC-8640,Disconnect
{O9W7-R0ZX77JL-8519VFWC},01/02/2010 10:31:45,DSL0441,PC-7252,Connect
{E6L6-Z8KU94JP-6319RORI},01/02/2010 10:34:20,SDH0288,PC-5156,Disconnect
{H9V5-U7RP10GX-5293BWDQ},01/02/2010 10:34:35,BGR0068,PC-8640,Connect
{Y3R0-B3WI53KO-6733CPAP},01/02/2010 10:38:41,PCM0369,PC-2094,Connect
{W9V2-Q5QU46WX-5271BXHI},01/02/2010 10:39:05,MQF0815,PC-9876,Connect
{I3Q8-V3ZP04KU-7182BDKA},01/02/2010 10:40:28,BGR0068,PC-8640,Disconnect
{O3G5-U8WJ55CH-4924PBJS},01/02/2010 10:40:49,YXG0504,PC-4312,Connect
{V8R6-K5SI58NG-9486YIGA},01/02/2010 10:41:42,ASR0889,PC-6390,Connect
{V0C2-R4BH88GI-5549TJZO},01/02/2010 10:43:36,CZB0191,PC-7236,Disconnect
{J3T3-W0OO74WE-2492XWKY},01/02/2010 10:45:43,LAG0639,PC-1575,Disconnect
{X5S1-K4MQ33FD-7893HTCM},01/02/2010 10:46:26,WHC0684,PC-3207,Connect
{A5H3-S7IX02CU-0463JLLV},01/02/2010 10:47:31,ATV0292,PC-4773,Disconnect
{U3H1-U0RU99HF-4293SRIA},01/02/2010 10:48:44,YXG0504,PC-4312,Disconnect
{F8T7-C7JW78CI-9024PPAO},01/02/2010 10:49:46,ATV0292,PC-4773,Connect
{D4I6-A3TO22YZ-1388UTZT},01/02/2010 10:51:42,JZA0447,PC-9753,Disconnect
{Z4Q1-K6RN01WH-8939KQTJ},01/02/2010 10:55:38,AYN0502,PC-9878,Disconnect
{O8L1-O9JW76NU-7330LOLR},01/02/2010 10:56:19,CZB0191,PC-7236,Connect
{R6K6-R5JV63RM-0784OPFH},01/02/2010 10:57:00,MQF0815,PC-9876,Disconnect
{Y0Z5-M5EP44CC-0904HILO},01/02/2010 10:59:05,ATV0292,PC-4773,Disconnect
{P3F9-U0LA00JG-3392MHPK},01/02/2010 11:00:38,JKD0625,PC-1794,Disconnect
{C4V0-V2UY21IV-4459HPQM},01/02/2010 11:01:22,ATV0292,PC-4773,Connect
{K1C7-M9BK92GB-4617LAZB},01/02/2010 11:02:08,PCM0369,PC-2094,Disconnect
{V7P7-I0EI18RS-6234UUYV},01/02/2010 11:04:35,ATV0292,PC-4773,Disconnect
{O0O5-H8JM06MW-5911ZSPT},01/02/2010 11:07:05,BGR0068,PC-8640,Connect
{U6L6-W5IE70LH-3473VNHK},01/02/2010 11:15:44,QRF0629,PC-7081,Connect
{J2G8-L0KY04DS-4801DMSI},01/02/2010 11:19:39,CTR0215,PC-2944,Disconnect
{M2W8-Y2YQ23XI-4497APOM},01/02/2010 11:22:19,WHC0684,PC-3207,Disconnect
{N6W4-G0TX56NJ-1603KZVG},01/02/2010 11:26:09,NUG0614,PC-9225,Connect
{H8Q1-J7TQ91KJ-5933XHEE},01/02/2010 11:29:22,PCM0369,PC-2094,Connect
{K4G1-C7QX65FP-8232UHRO},01/02/2010 11:32:24,WMH0866,PC-9974,Connect
{C1O5-G6KZ44TF-9847AJAH},01/02/2010 11:34:50,BGR0068,PC-8640,Disconnect
{Q1I1-S1JZ89PD-0854UQMN},01/02/2010 11:38:29,JKD0625,PC-1794,Connect
{L5G8-T5YI93DA-7228GOKW},01/02/2010 11:50:02,BGR0068,PC-8640,Connect
{A7D1-M3TT70CG-3166IFLG},01/02/2010 11:54:57,MQF0815,PC-9876,Connect
{A5R3-I2NX91VW-8221MWKR},01/02/2010 11:56:57,DSL0441,PC-7252,Disconnect
{N8Z2-W6LU57GM-3657CZKF},01/02/2010 11:58:19,NUG0614,PC-9225,Disconnect
{N1R0-E6OW24VO-3151TKFN},01/02/2010 12:10:21,KJP0844,PC-1188,Disconnect
{W9M2-F2GB11JX-0656PDIB},01/02/2010 12:15:09,JKD0625,PC-1794,Disconnect
{D5K4-R3AV44AL-3889WJPA},01/02/2010 12:21:44,JKD0625,PC-1794,Connect
{U8F7-C4QF72GY-7734DIQQ},01/02/2010 12:23:09,BGR0068,PC-8640,Disconnect
{U9Q1-I7MY25EL-7398QPHB},01/02/2010 12:23:55,CZB0191,PC-7236,Disconnect
{Y1L0-S1JJ97OE-3289CYNG},01/02/2010 12:28:48,MQM0127,PC-3361,Disconnect
{U6M4-Y2CD46OS-3228NLMH},01/02/2010 12:30:01,BGR0068,PC-8640,Connect
{Q6I7-M3TG23LZ-1501VRVF},01/02/2010 12:39:42,NLR0174,PC-8272,Disconnect
{Q2F0-L9HH66WZ-9138HUAR},01/02/2010 12:39:54,CZB0191,PC-7236,Connect
{R5D5-O7MK04RD-8291CHTJ},01/02/2010 12:46:49,PCM0369,PC-2094,Disconnect
{P7N2-P0PJ54KA-3744JDVC},01/02/2010 12:47:37,JKD0625,PC-1794,Disconnect
{P6N3-R5KL86MG-7609KASY},01/02/2010 12:48:23,JKD0625,PC-1794,Connect
{Y5U7-R2BX57FJ-6575YLAF},01/02/2010 12:53:41,QRF0629,PC-7081,Disconnect
{N8C9-K1TK79LV-5387UXOF},01/02/2010 12:57:32,MQF0815,PC-9876,Disconnect
{X4L5-V5CL57LC-0417DEXP},01/02/2010 12:57:48,SDH0288,PC-5156,Connect
{Z4E4-X1KW61PN-6534GMCH},01/02/2010 12:58:06,WHC0684,PC-3207,Connect
{H7H6-Q1LT14CX-6090HXZB},01/02/2010 12:58:33,SDH0288,PC-5156,Disconnect
{W5N3-K3HC45DL-4746GZUY},01/02/2010 12:58:51,BGR0068,PC-8640,Disconnect
{H6F1-D4OD39ZP-9298IBKH},01/02/2010 13:03:39,CZB0191,PC-7236,Disconnect
{P4P8-D5WA28QK-4151XBAC},01/02/2010 13:09:10,NUG0614,PC-9225,Connect
{M8A6-T9YR17DX-3531JHJZ},01/02/2010 13:11:24,JKD0625,PC-1794,Disconnect
{R7A2-H5SZ40QQ-5982DAUQ},01/02/2010 13:13:28,AYN0502,PC-9878,Connect
{P2X9-I1LL74OY-6337SAGJ},01/02/2010 13:19:18,PCM0369,PC-2094,Connect
{K5R5-Y1YL28LO-4137OPDZ},01/02/2010 13:19:39,WHC0684,PC-3207,Disconnect
{Z3R0-O8SW27ZY-5681EKJX},01/02/2010 13:20:35,TDF0088,PC-1151,Disconnect
{K7Q7-T2LH55OG-0241ZLKV},01/02/2010 13:20:42,AYN0502,PC-9878,Disconnect
{H9C6-P8UA98TT-0893ZFHV},01/02/2010 13:21:33,MQF0815,PC-9876,Connect
{C1O7-R7ZH23WS-1454KQCN},01/02/2010 13:21:48,BRS0802,PC-7449,Connect
{W6U5-V5ZM35AQ-8274IRHL},01/02/2010 13:23:05,MQF0815,PC-9876,Disconnect
{R1A0-U5WW85LV-9353YAXJ},01/02/2010 13:25:18,NUG0614,PC-9225,Disconnect
{F9D3-C4KX63BN-2490QUCY},01/02/2010 13:31:55,AYN0502,PC-9878,Connect
{N7R8-X1PL92AD-2538EJDP},01/02/2010 13:36:30,NUG0614,PC-9225,Connect
{X7K1-Z5RJ49SK-2747UYHH},01/02/2010 13:37:26,CZB0191,PC-7236,Connect
{Q0B5-X7MS93HB-9379CNFX},01/02/2010 13:38:01,YXG0504,PC-4312,Connect
{W8B3-A0PU40AG-1625EKII},01/02/2010 13:38:32,VLB0057,PC-7284,Disconnect
{I4R2-L0AT55CI-3379PQDJ},01/02/2010 13:40:59,CTR0215,PC-2944,Connect
{N4K6-S7PQ36JO-6181MBMQ},01/02/2010 13:43:19,LAG0639,PC-1575,Connect
{Q5S1-K7PK83YG-4632VYLO},01/02/2010 13:44:51,BGR0068,PC-8640,Connect
{V0C2-S1RB89NF-8159UGXX},01/02/2010 13:44:58,WMH0866,PC-9974,Disconnect
{R6S4-C6ZQ22NE-1361PBHR},01/02/2010 13:49:37,DSL0441,PC-7252,Connect
{B2G9-J7OV58HV-9838DSCK},01/02/2010 13:51:54,DSL0441,PC-7252,Disconnect
{J5Q1-D6SF82HN-6831OLCP},01/02/2010 13:58:43,BGR0068,PC-8640,Disconnect
{E8P2-H6TC22HP-3762OSVV},01/02/2010 13:58:58,WHC0684,PC-3207,Connect
{I7L8-B1KN45VO-0484LDOO},01/02/2010 13:59:17,WHC0684,PC-3207,Disconnect
{X1Z9-A7TH15RM-6029IQXY},01/02/2010 14:00:05,SDH0288,PC-5156,Connect
{I4U5-G2UZ16VP-6641EVBV},01/02/2010 14:02:11,BGR0068,PC-8640,Connect
{N6I0-J0IN69GA-6893IOIU},01/02/2010 14:03:27,NUG0614,PC-9225,Disconnect
{P0E0-F6AP46PI-1099KYIJ},01/02/2010 14:03:36,MQF0815,PC-9876,Connect
{E8Z9-A7SV25ME-7288WTBG},01/02/2010 14:04:10,YXG0504,PC-4312,Disconnect
{K2D8-I6QS90UF-2925SURX},01/02/2010 14:04:19,NUG0614,PC-9225,Connect
{B8Y3-I5EX88BQ-4132JLWU},01/02/2010 14:04:30,LAG0639,PC-1575,Disconnect
{Y7O0-J4SX91QY-8059AIDV},01/02/2010 14:04:43,LAG0639,PC-1575,Connect
{S7Q6-X3NI51MA-9210MTUU},01/02/2010 14:06:57,BRS0802,PC-7449,Disconnect
{E1C6-K9XH69JR-9130RURB},01/02/2010 14:08:20,MQF0815,PC-9876,Disconnect
{M7H8-C0CO53QN-0964FZLX},01/02/2010 14:08:41,CZB0191,PC-7236,Disconnect
{O9A9-C8UG55LM-3531KGNI},01/02/2010 14:09:28,YXG0504,PC-4312,Connect
{D4M0-L9LT09SQ-9673FJEI},01/02/2010 14:17:03,CZB0191,PC-7236,Connect
{B1J8-W9QS42OQ-7359ETSX},01/02/2010 14:18:14,ATV0292,PC-4773,Connect
{J7U7-Z8WG30NA-9456BKXZ},01/02/2010 14:25:52,MQM0127,PC-3361,Connect
{B2J2-Q4KA44LE-1342NNAZ},01/02/2010 14:28:04,CTR0215,PC-2944,Disconnect
{G9J7-H2CO17HL-0554BASU},01/02/2010 14:28:55,LAG0639,PC-1575,Disconnect
{E9W7-K4TW26EH-8036CCYP},01/02/2010 14:29:11,WHC0684,PC-3207,Connect
{L1W2-S5LZ27ZH-0151SFKT},01/02/2010 14:29:57,JZA0447,PC-9753,Connect
{J7T3-Z6YJ80TI-2289HVUQ},01/02/2010 14:30:13,YXG0504,PC-4312,Disconnect
{J7E4-V1WH45LV-1788PPTR},01/02/2010 14:32:33,PCM0369,PC-2094,Disconnect
{T0D9-V6TK51ZF-3505MHLH},01/02/2010 14:35:15,RPH0848,PC-0130,Connect
{U5A5-P5CE11WB-5920ENGB},01/02/2010 14:36:44,LAG0639,PC-1575,Connect
{O1T3-F2LE92YQ-2426VMNR},01/02/2010 14:38:14,LAG0639,PC-1575,Disconnect
{O7E5-E5PU20EG-4796FCIK},01/02/2010 14:38:56,AYN0502,PC-9878,Disconnect
{R8S7-D4ON96UN-1022XQTS},01/02/2010 14:38:58,MQF0815,PC-9876,Connect
{N3T5-J1LZ27TZ-2828RSZY},01/02/2010 14:39:10,PCM0369,PC-2094,Connect
{B7D4-W4KA88ZM-4568AYPK},01/02/2010 14:40:21,ATV0292,PC-4773,Disconnect
{O5S3-B7TO17CD-6934JOPX},01/02/2010 14:40:43,ASR0889,PC-6390,Disconnect
{V9H1-R6QI93PV-2319GZKL},01/02/2010 14:47:19,SDH0288,PC-5156,Disconnect
{P8P0-U7ZT62UW-2083OXNQ},01/02/2010 14:47:58,CTR0215,PC-2944,Connect
{W3A4-W1OI70BS-0297MXME},01/02/2010 14:52:07,MQM0127,PC-3361,Disconnect
{M4Y7-L4MI02YJ-4404IPVS},01/02/2010 14:54:39,BGR0068,PC-8640,Disconnect
{A7I4-H4LI93YH-5889OYID},01/02/2010 14:55:25,BGR0068,PC-8640,Connect
{N8S1-X3OC14WC-8590SZGM},01/02/2010 14:58:16,CTR0215,PC-2944,Disconnect
{H2B9-T0TZ69AG-7499JORR},01/02/2010 15:00:03,SDH0288,PC-5156,Connect
{K2G2-I9FT24JH-8189QDLY},01/02/2010 15:01:04,ATV0292,PC-4773,Connect
{B1M9-W3PM98DC-5611KNQC},01/02/2010 15:01:19,AYN0502,PC-9878,Connect
{S4W8-R2WI64CY-6901LOBH},01/02/2010 15:02:00,HCH0203,PC-2617,Connect
{J6A4-P7XP49QR-5793JCGB},01/02/2010 15:04:31,YXG0504,PC-4312,Connect
{A0Z6-C0LT42IO-0528VZHP},01/02/2010 15:06:26,PCM0369,PC-2094,Disconnect
{T4Y7-C1NX53RX-3478MMOC},01/02/2010 15:07:07,AYN0502,PC-9878,Disconnect
{C7T1-Z5AQ36TT-6447PUIK},01/02/2010 15:08:13,MQF0815,PC-9876,Disconnect
{U9X0-Z7SB84CU-1285IBBF},01/02/2010 15:08:39,CZB0191,PC-7236,Disconnect
{O8N2-Y1VR50PD-1694OLEK},01/02/2010 15:11:49,LAG0639,PC-1575,Connect
{J1J4-Q0EY99KU-4267BZGO},01/02/2010 15:12:18,JKD0625,PC-1794,Connect
{B6W3-G0YW80CP-4081KWLP},01/02/2010 15:12:28,YXG0504,PC-4312,Disconnect
{W6P2-S6DI44YP-5270RLNC},01/02/2010 15:15:04,ATV0292,PC-4773,Disconnect
{Y6N8-P1LB80BF-8684NMYN},01/02/2010 15:19:10,JKD0625,PC-1794,Disconnect
{C7K7-R0QM33HF-7232LVNK},01/02/2010 15:22:02,SDH0288,PC-5156,Disconnect
{I3P6-U1DB42QU-1875USSV},01/02/2010 15:24:29,YXG0504,PC-4312,Connect
{R1Y0-A7HM59IJ-9117RZKN},01/02/2010 15:25:36,LAG0639,PC-1575,Disconnect
{I6C0-N9BV19FL-4933UBNU},01/02/2010 15:30:11,NUG0614,PC-9225,Disconnect
{J8F2-R1QK99YI-5742IYHM},01/02/2010 15:31:57,SDH0288,PC-5156,Connect
{G7F6-R4RP52VH-5738YQWT},01/02/2010 15:32:50,DSL0441,PC-7252,Connect
{B6M5-J1HZ19HE-5242BRCG},01/02/2010 15:36:38,ATV0292,PC-4773,Connect
{K3K0-W1XY48CR-1164FSZV},01/02/2010 15:37:25,ATV0292,PC-4773,Disconnect
{B4Z8-Z7YY15WV-0055VSOX},01/02/2010 15:39:26,ATV0292,PC-4773,Connect
{I1X5-B8DF83KV-8025SXQO},01/02/2010 15:39:34,CZB0191,PC-7236,Connect
{K0L7-E4SV95WS-1226EXCY},01/02/2010 15:40:04,PCM0369,PC-2094,Connect
{P1I4-J2GM35DW-2804CKVL},01/02/2010 15:41:10,CZB0191,PC-7236,Disconnect
{T9A0-M6CK84HM-8949LMGM},01/02/2010 15:42:39,SDH0288,PC-5156,Disconnect
{F1H0-Y5UM57UF-0407SXXX},01/02/2010 15:44:22,ATV0292,PC-4773,Disconnect
{S2M4-V3ZU70OH-6171OEYU},01/02/2010 15:55:16,NUG0614,PC-9225,Connect
{Y6U4-C4IL23EL-2769EVSC},01/02/2010 15:55:48,ATV0292,PC-4773,Connect
{M3L9-M3NF66SZ-2865HCMT},01/02/2010 15:57:24,DSL0441,PC-7252,Disconnect
{E5M8-B1ES29VG-4420DBFG},01/02/2010 16:02:38,HCH0203,PC-2617,Disconnect
{X6B4-N6SW06FL-2372BHSG},01/02/2010 16:05:23,VLB0057,PC-7284,Connect
{L4M3-E6DC64UX-3754VBIF},01/02/2010 16:06:43,RPH0848,PC-0130,Disconnect
{Q7H6-Z1TJ05UH-4233GXVS},01/02/2010 16:09:53,LAG0639,PC-1575,Connect
{V6U9-U7GT96BA-1959RWMT},01/02/2010 16:10:23,JZA0447,PC-9753,Disconnect
{L1H1-K9EY63OQ-0193SQCB},01/02/2010 16:13:22,NUG0614,PC-9225,Disconnect
{T9L5-X9BX15GT-0363OQNE},01/02/2010 16:14:58,CTR0215,PC-2944,Connect
{U8B6-H4GZ57TG-6529IINP},01/02/2010 16:15:02,SDH0288,PC-5156,Connect
{X2A6-X0TT81EF-8234QTGB},01/02/2010 16:15:07,LAG0639,PC-1575,Disconnect
{V2S9-B9WH13AM-3321GYVO},01/02/2010 16:15:26,NUG0614,PC-9225,Connect
{X7D4-W0EB19CG-6563MFHM},01/02/2010 16:18:09,JZA0447,PC-9753,Connect
{E2H0-A1VU84JM-0587GMIE},01/02/2010 16:18:11,VLB0057,PC-7284,Disconnect
{Q6E8-F9PQ97OO-6689DNLE},01/02/2010 16:20:17,LAG0639,PC-1575,Connect
{H7E1-P4XW37JC-4904WMEA},01/02/2010 16:23:31,PCM0369,PC-2094,Disconnect
{Y4Z0-K2HM41ZE-5752GKQC},01/02/2010 16:28:15,CTR0215,PC-2944,Disconnect
{H7A5-X0IB96GP-3246XMXD},01/02/2010 16:29:16,LAG0639,PC-1575,Disconnect
{T4B4-W3SP15TX-7625ARCM},01/02/2010 16:32:12,SDH0288,PC-5156,Disconnect
{F7X1-Q4KP32MK-9355THLM},01/02/2010 16:33:32,YXG0504,PC-4312,Disconnect
{M7U1-U7HL07CL-0801VKOW},01/02/2010 16:41:37,NUG0614,PC-9225,Disconnect
{X4T2-C6DV55KA-8860OPWA},01/02/2010 16:47:00,CTR0215,PC-2944,Connect
{U9N6-I7JW98IP-5533FSXE},01/02/2010 16:48:09,NUG0614,PC-9225,Connect
{E2P5-T4TJ02SQ-4158PVPE},01/02/2010 16:48:19,MQM0127,PC-3361,Connect
{Z5P6-U6AS67AI-6692OLTP},01/02/2010 16:49:55,WHC0684,PC-3207,Disconnect
{R9C7-L2BY47CC-4332UUAG},01/02/2010 16:54:10,JZA0447,PC-9753,Disconnect
{F7X2-K3KZ63KU-1412GYAU},01/02/2010 16:55:06,ATV0292,PC-4773,Disconnect
{G1H5-L7YR95HR-5721MURE},01/02/2010 16:55:33,BGR0068,PC-8640,Disconnect
{C2Q0-V7BP96VO-6569ITUB},01/02/2010 17:01:30,MQM0127,PC-3361,Disconnect
{D1C8-Q3GG11YU-1663HUDB},01/02/2010 17:04:28,JKD0625,PC-1794,Connect
{F5Y0-G8PC49CG-2741SZFO},01/02/2010 17:14:38,CTR0215,PC-2944,Disconnect
{H0B1-N4RY48OM-8103GPYX},01/02/2010 17:16:25,JZA0447,PC-9753,Connect
{F3J9-B3LW43BA-3158SOSY},01/02/2010 17:22:26,AYN0502,PC-9878,Connect
{D2S9-J6FW55CU-1306LPUP},01/02/2010 17:30:54,PCM0369,PC-2094,Connect
{V1E4-N9DM72DC-4654OKGD},01/02/2010 17:36:15,PCM0369,PC-2094,Disconnect
{B5U6-S6HP66TP-1251TDRN},01/02/2010 17:42:11,JZA0447,PC-9753,Disconnect
{Y3G5-B5AE96RH-2670XMIZ},01/02/2010 17:47:02,JKD0625,PC-1794,Disconnect
